1.0000,-0.2243,0.0000
1.0000,-0.2157,0.0000
1.0000,-0.1907,0.0000
1.0000,-0.1125,0.0000
1.0000,0.0032,0.0000
1.0001,0.1385,0.0003
1.0005,0.2618,0.0015
1.0009,0.3622,0.0027
1.0014,0.4589,0.0042
1.0016,0.5551,0.0048
1.0018,0.6428,0.0054
1.0020,0.7335,0.0060
1.0021,0.8202,0.0063
1.0024,0.8988,0.0072
1.0026,0.9663,0.0078
1.0028,1.0375,0.0084
1.0031,1.1065,0.0093
1.0033,1.1840,0.0099
1.0036,1.2592,0.0108
1.0038,1.3335,0.0114
1.0041,1.3954,0.0123
1.0043,1.4561,0.0129
1.0045,1.5231,0.0135
1.0048,1.5983,0.0144
1.0050,1.6648,0.0150
1.0052,1.7271,0.0156
1.0055,1.7823,0.0165
1.0057,1.8455,0.0171
1.0060,1.9057,0.0180
1.0062,1.9698,0.0186
1.0065,2.0242,0.0195
1.0067,2.0871,0.0201
1.0070,2.1419,0.0210
1.0073,2.1929,0.0219
1.0076,2.2528,0.0228
1.0078,2.3177,0.0234
1.0081,2.3713,0.0243
1.0083,2.4238,0.0249
1.0085,2.4680,0.0255
1.0088,2.5150,0.0264
1.0090,2.5749,0.0270
1.0092,2.6362,0.0276
1.0095,2.6885,0.0285
1.0097,2.7452,0.0291
1.0099,2.8008,0.0297
1.0102,2.8482,0.0306
1.0104,2.8934,0.0312
1.0106,2.9498,0.0318
1.0108,2.9953,0.0324
1.0111,3.0388,0.0333
1.0113,3.0853,0.0339
1.0115,3.1308,0.0345
1.0118,3.1727,0.0354
1.0120,3.2225,0.0360
1.0122,3.2693,0.0366
1.0125,3.3202,0.0375
1.0127,3.3683,0.0381
1.0129,3.4193,0.0387
1.0132,3.4576,0.0396
1.0134,3.4971,0.0402
1.0136,3.5546,0.0408
1.0138,3.6029,0.0414
1.0140,3.6423,0.0420
1.0143,3.6847,0.0429
1.0145,3.7373,0.0435
1.0148,3.7724,0.0444
1.0150,3.8118,0.0450
1.0152,3.8639,0.0456
1.0155,3.9084,0.0465
1.0157,3.9358,0.0471
1.0160,3.9691,0.0480
1.0162,4.0095,0.0486
1.0164,4.0565,0.0492
1.0167,4.1042,0.0501
1.0169,4.1551,0.0507
1.0172,4.1931,0.0516
1.0174,4.2248,0.0522
1.0177,4.2563,0.0531
1.0179,4.3019,0.0537
1.0182,4.3419,0.0546
1.0185,4.3808,0.0555
1.0187,4.4139,0.0561
1.0190,4.4509,0.0570
1.0192,4.4917,0.0576
1.0195,4.5392,0.0585
1.0198,4.5768,0.0594
1.0201,4.6085,0.0603
1.0204,4.6456,0.0612
1.0206,4.6791,0.0618
1.0208,4.7175,0.0624
1.0210,4.7564,0.0630
1.0213,4.7923,0.0639
1.0215,4.8254,0.0645
1.0218,4.8548,0.0654
1.0220,4.8897,0.0660
1.0223,4.9289,0.0669
1.0225,4.9714,0.0675
1.0228,5.0037,0.0684
1.0230,5.0333,0.0690
1.0232,5.0672,0.0696
1.0235,5.1082,0.0705
1.0238,5.1471,0.0714
1.0240,5.1778,0.0720
1.0243,5.2022,0.0729
1.0245,5.2385,0.0735
1.0247,5.2663,0.0741
1.0250,5.3001,0.0750
1.0252,5.3296,0.0756
1.0255,5.3618,0.0765
1.0258,5.3928,0.0774
1.0261,5.4267,0.0783
1.0263,5.4609,0.0789
1.0265,5.4939,0.0795
1.0268,5.5167,0.0804
1.0270,5.5357,0.0810
1.0273,5.5640,0.0819
1.0276,5.6000,0.0828
1.0278,5.6349,0.0834
1.0280,5.6776,0.0840
1.0282,5.7065,0.0846
1.0285,5.7286,0.0855
1.0287,5.7511,0.0861
1.0290,5.7765,0.0870
1.0292,5.8048,0.0876
1.0295,5.8369,0.0885
1.0297,5.8683,0.0891
1.0300,5.8947,0.0900
1.0303,5.9166,0.0909
1.0305,5.9516,0.0915
1.0308,5.9781,0.0924
1.0311,6.0093,0.0933
1.0314,6.0338,0.0942
1.0316,6.0590,0.0948
1.0319,6.0929,0.0957
1.0322,6.1199,0.0966
1.0324,6.1450,0.0972
1.0326,6.1752,0.0978
1.0328,6.1993,0.0984
1.0331,6.2155,0.0993
1.0333,6.2460,0.0999
1.0336,6.2827,0.1008
1.0338,6.3174,0.1014
1.0341,6.3441,0.1023
1.0344,6.3621,0.1032
1.0346,6.3903,0.1038
1.0349,6.4083,0.1047
1.0351,6.4227,0.1053
1.0354,6.4465,0.1062
1.0357,6.4800,0.1071
1.0359,6.5080,0.1077
1.0362,6.5347,0.1086
1.0364,6.5571,0.1092
1.0367,6.5814,0.1101
1.0369,6.6083,0.1107
1.0372,6.6331,0.1116
1.0375,6.6479,0.1126
1.0377,6.6712,0.1132
1.0380,6.6899,0.1141
1.0382,6.7137,0.1147
1.0385,6.7386,0.1156
1.0388,6.7617,0.1165
1.0390,6.7920,0.1171
1.0393,6.8184,0.1180
1.0396,6.8326,0.1189
1.0398,6.8440,0.1195
1.0401,6.8669,0.1204
1.0405,6.8973,0.1216
1.0408,6.9279,0.1225
1.0411,6.9511,0.1234
1.0414,6.9657,0.1243
1.0416,6.9756,0.1249
1.0419,6.9988,0.1258
1.0422,7.0281,0.1267
1.0424,7.0581,0.1273
1.0427,7.0848,0.1282
1.0430,7.1015,0.1291
1.0432,7.1101,0.1297
1.0435,7.1215,0.1306
1.0438,7.1488,0.1315
1.0440,7.1835,0.1321
1.0444,7.2109,0.1333
1.0446,7.2174,0.1339
1.0449,7.2233,0.1348
1.0452,7.2424,0.1357
1.0455,7.2633,0.1366
1.0458,7.2998,0.1375
1.0461,7.3277,0.1384
1.0464,7.3423,0.1393
1.0467,7.3550,0.1402
1.0470,7.3638,0.1411
1.0472,7.3850,0.1417
1.0475,7.4149,0.1426
1.0478,7.4399,0.1435
1.0481,7.4594,0.1444
1.0484,7.4780,0.1453
1.0487,7.4847,0.1462
1.0490,7.4918,0.1471
1.0492,7.5141,0.1477
1.0495,7.5382,0.1486
1.0498,7.5677,0.1495
1.0500,7.5848,0.1501
1.0503,7.5995,0.1510
1.0506,7.6102,0.1519
1.0508,7.6190,0.1525
1.0511,7.6321,0.1534
1.0514,7.6543,0.1543
1.0517,7.6836,0.1552
1.0519,7.6955,0.1558
1.0522,7.7161,0.1567
1.0524,7.7377,0.1573
1.0526,7.7534,0.1579
1.0529,7.7806,0.1588
1.0531,7.7966,0.1594
1.0534,7.8073,0.1603
1.0537,7.8110,0.1612
1.0539,7.8216,0.1618
1.0542,7.8430,0.1628
1.0545,7.8708,0.1637
1.0547,7.8880,0.1643
1.0550,7.9009,0.1652
1.0553,7.9163,0.1661
1.0556,7.9293,0.1670
1.0559,7.9392,0.1679
1.0562,7.9564,0.1688
1.0564,7.9784,0.1694
1.0565,7.9893,0.1697
1.0568,8.0016,0.1706
1.0571,8.0174,0.1715
1.0574,8.0410,0.1724
1.0577,8.0601,0.1733
1.0580,8.0674,0.1742
1.0584,8.0783,0.1754
1.0587,8.0991,0.1763
1.0589,8.1133,0.1769
1.0592,8.1258,0.1778
1.0595,8.1440,0.1787
1.0598,8.1529,0.1796
1.0600,8.1669,0.1802
1.0603,8.1781,0.1811
1.0606,8.2043,0.1820
1.0609,8.2265,0.1829
1.0612,8.2380,0.1838
1.0615,8.2473,0.1847
1.0618,8.2506,0.1856
1.0621,8.2652,0.1865
1.0623,8.2828,0.1871
1.0626,8.2937,0.1880
1.0629,8.3082,0.1889
1.0632,8.3297,0.1898
1.0635,8.3436,0.1907
1.0638,8.3524,0.1916
1.0641,8.3694,0.1925
1.0644,8.3839,0.1935
1.0646,8.3939,0.1941
1.0649,8.4078,0.1950
1.0652,8.4214,0.1959
1.0655,8.4350,0.1968
1.0658,8.4482,0.1977
1.0660,8.4628,0.1983
1.0663,8.4682,0.1992
1.0666,8.4832,0.2001
1.0669,8.4907,0.2010
1.0672,8.5049,0.2019
1.0675,8.5176,0.2028
1.0677,8.5316,0.2034
1.0680,8.5506,0.2043
