1.0000,-0.1585,0.0000
1.0000,-0.1657,0.0000
1.0000,-0.1432,0.0000
1.0000,-0.0695,0.0000
1.0000,0.0429,0.0000
1.0000,0.1726,0.0000
1.0000,0.2902,0.0000
1.0003,0.4030,0.0009
1.0007,0.4987,0.0021
1.0010,0.5871,0.0030
1.0011,0.6683,0.0033
1.0013,0.7481,0.0039
1.0015,0.8298,0.0045
1.0017,0.8987,0.0051
1.0018,0.9624,0.0054
1.0020,1.0361,0.0060
1.0021,1.1167,0.0063
1.0023,1.1907,0.0069
1.0025,1.2566,0.0075
1.0026,1.3280,0.0078
1.0028,1.3958,0.0084
1.0030,1.4565,0.0090
1.0032,1.5154,0.0096
1.0033,1.5821,0.0099
1.0035,1.6476,0.0105
1.0037,1.7122,0.0111
1.0039,1.7693,0.0117
1.0041,1.8169,0.0123
1.0043,1.8787,0.0129
1.0045,1.9460,0.0135
1.0047,2.0107,0.0141
1.0049,2.0677,0.0147
1.0051,2.1177,0.0153
1.0053,2.1695,0.0159
1.0055,2.2183,0.0165
1.0057,2.2840,0.0171
1.0058,2.3391,0.0174
1.0060,2.3942,0.0180
1.0062,2.4392,0.0186
1.0064,2.4942,0.0192
1.0065,2.5485,0.0195
1.0067,2.6029,0.0201
1.0069,2.6569,0.0207
1.0071,2.7076,0.0213
1.0074,2.7539,0.0222
1.0076,2.7906,0.0228
1.0078,2.8402,0.0234
1.0080,2.8938,0.0240
1.0082,2.9497,0.0246
1.0084,2.9994,0.0252
1.0087,3.0428,0.0261
1.0089,3.0944,0.0267
1.0092,3.1478,0.0276
1.0094,3.1912,0.0282
1.0096,3.2341,0.0288
1.0098,3.2884,0.0294
1.0100,3.3345,0.0300
1.0102,3.3765,0.0306
1.0104,3.4218,0.0312
1.0107,3.4661,0.0321
1.0109,3.5089,0.0327
1.0111,3.5489,0.0333
1.0112,3.5971,0.0336
1.0115,3.6465,0.0345
1.0117,3.6857,0.0351
1.0119,3.7254,0.0357
1.0121,3.7704,0.0363
1.0123,3.8124,0.0369
1.0126,3.8557,0.0378
1.0128,3.9004,0.0384
1.0130,3.9348,0.0390
1.0132,3.9767,0.0396
1.0134,4.0264,0.0402
1.0137,4.0707,0.0411
1.0139,4.1071,0.0417
1.0141,4.1411,0.0423
1.0143,4.1729,0.0429
1.0145,4.2107,0.0435
1.0147,4.2547,0.0441
1.0149,4.3023,0.0447
1.0152,4.3470,0.0456
1.0154,4.3816,0.0462
1.0156,4.4125,0.0468
1.0158,4.4506,0.0474
1.0160,4.4989,0.0480
1.0162,4.5426,0.0486
1.0165,4.5763,0.0495
1.0167,4.6099,0.0501
1.0169,4.6451,0.0507
1.0171,4.6789,0.0513
1.0174,4.7175,0.0522
1.0176,4.7577,0.0528
1.0179,4.7926,0.0537
1.0181,4.8259,0.0543
1.0184,4.8561,0.0552
1.0186,4.8912,0.0558
1.0189,4.9307,0.0567
1.0192,4.9677,0.0576
1.0194,4.9996,0.0582
1.0196,5.0371,0.0588
1.0198,5.0731,0.0594
1.0201,5.1097,0.0603
1.0203,5.1368,0.0609
1.0206,5.1671,0.0618
1.0208,5.2055,0.0624
1.0211,5.2431,0.0633
1.0213,5.2669,0.0639
1.0215,5.2983,0.0645
1.0218,5.3332,0.0654
1.0220,5.3697,0.0660
1.0222,5.3998,0.0666
1.0225,5.4410,0.0675
1.0227,5.4792,0.0681
1.0229,5.5031,0.0687
1.0231,5.5294,0.0693
1.0234,5.5608,0.0702
1.0236,5.5965,0.0708
1.0238,5.6245,0.0714
1.0240,5.6523,0.0720
1.0243,5.6833,0.0729
1.0245,5.7141,0.0735
1.0247,5.7502,0.0741
1.0249,5.7773,0.0747
1.0251,5.8007,0.0753
1.0254,5.8241,0.0762
1.0256,5.8608,0.0768
1.0258,5.8958,0.0774
1.0261,5.9303,0.0783
1.0263,5.9577,0.0789
1.0265,5.9786,0.0795
1.0268,6.0032,0.0804
1.0270,6.0305,0.0810
1.0272,6.0629,0.0816
1.0275,6.0855,0.0825
1.0277,6.1151,0.0831
1.0280,6.1487,0.0840
1.0282,6.1748,0.0846
1.0284,6.2029,0.0852
1.0287,6.2290,0.0861
1.0289,6.2522,0.0867
1.0291,6.2711,0.0873
1.0294,6.2969,0.0882
1.0296,6.3339,0.0888
1.0299,6.3665,0.0897
1.0301,6.3900,0.0903
1.0304,6.4092,0.0912
1.0307,6.4315,0.0921
1.0310,6.4550,0.0930
1.0313,6.4856,0.0939
1.0315,6.5167,0.0945
1.0318,6.5421,0.0954
1.0321,6.5680,0.0963
1.0323,6.5950,0.0969
1.0326,6.6177,0.0978
1.0328,6.6437,0.0984
1.0331,6.6682,0.0993
1.0333,6.6908,0.0999
1.0335,6.7160,0.1005
1.0337,6.7365,0.1011
1.0340,6.7579,0.1020
1.0343,6.7771,0.1029
1.0345,6.8020,0.1035
1.0348,6.8304,0.1044
1.0350,6.8545,0.1050
1.0352,6.8755,0.1056
1.0355,6.8940,0.1065
1.0357,6.9115,0.1071
1.0360,6.9388,0.1080
1.0362,6.9652,0.1086
1.0365,6.9975,0.1095
1.0367,7.0219,0.1101
1.0370,7.0443,0.1110
1.0373,7.0581,0.1120
1.0375,7.0694,0.1126
1.0378,7.0936,0.1135
1.0380,7.1210,0.1141
1.0382,7.1449,0.1147
1.0385,7.1651,0.1156
1.0387,7.1917,0.1162
1.0390,7.2103,0.1171
