3.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
6.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
9.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
24.00,100.00,0.00,70.00,10.00,0.00,40.00,100.00,100.00,100.00,100.00,100.00,40.00,30.00
27.00,100.00,0.00,30.00,0.00,0.00,10.00,100.00,100.00,100.00,100.00,100.00,40.00,30.00
31.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,40.00,30.00
48.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,100.00,100.00,10.00,40.00,40.00,30.00
72.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,100.00,10.00,20.00,40.00,30.00
96.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,100.00,0.00,10.00,40.00,20.00
