0.6200000,30.0000000,13.8530000,100.0120000
0.6300000,30.1000179,13.8530000,100.0130000
0.6500000,30.2000357,13.8530000,100.0130000
0.6600000,30.3000536,13.8530000,100.0140000
0.6800000,30.4000714,13.8530000,100.0140000
0.6900000,30.5000893,13.8530000,100.0140000
0.7100000,30.6001072,13.8540000,100.0150000
0.7200000,30.7001250,13.8540000,100.0150000
0.7400000,30.8001429,13.8540000,100.0160000
0.7500000,30.9001607,13.8540000,100.0160000
0.7600000,31.0001786,13.8540000,100.0170000
0.7800000,31.1001965,13.8540000,100.0170000
0.7900000,31.2002143,13.8540000,100.0170000
0.8000000,31.3002322,13.8540000,100.0180000
0.8200000,31.4002500,13.8540000,100.0180000
0.8300000,31.5002679,13.8540000,100.0190000
0.8400000,31.6002858,13.8540000,100.0190000
0.8500000,31.7003036,13.8540000,100.0190000
0.8700000,31.8003215,13.8540000,100.0200000
0.8800000,31.9003393,13.8540000,100.0200000
0.9000000,32.0003572,13.8540000,100.0210000
0.9100000,32.1003751,13.8540000,100.0210000
0.9200000,32.2003929,13.8540000,100.0210000
0.9300000,32.3004108,13.8540000,100.0220000
0.9500000,32.4004286,13.8550000,100.0220000
0.9600000,32.5004465,13.8550000,100.0220000
0.9700000,32.6004644,13.8550000,100.0230000
0.9800000,32.7004822,13.8550000,100.0230000
0.9900000,32.8005001,13.8550000,100.0230000
1.0100000,32.9005179,13.8550000,100.0240000
1.0200000,33.0005358,13.8550000,100.0240000
1.0300000,33.1005537,13.8550000,100.0240000
1.0400000,33.2005715,13.8550000,100.0250000
1.0500000,33.3005894,13.8550000,100.0250000
1.0700000,33.4006073,13.8550000,100.0250000
1.0800000,33.5006251,13.8550000,100.0250000
1.0900000,33.6006430,13.8550000,100.0260000
1.1000000,33.7006608,13.8550000,100.0260000
1.1200000,33.8006787,13.8550000,100.0260000
1.1300000,33.9006966,13.8550000,100.0270000
1.1400000,34.0007144,13.8550000,100.0270000
1.1500000,34.1007323,13.8550000,100.0270000
1.1600000,34.2007501,13.8550000,100.0280000
1.1700000,34.3007680,13.8550000,100.0280000
1.1800000,34.4007859,13.8550000,100.0280000
1.2000000,34.5008037,13.8550000,100.0280000
1.2100000,34.6008216,13.8550000,100.0280000
1.2200000,34.7008394,13.8550000,100.0290000
1.2300000,34.8008573,13.8550000,100.0290000
1.2400000,34.9008752,13.8560000,100.0290000
1.2600000,35.0008930,13.8560000,100.0300000
1.2700000,35.1009109,13.8560000,100.0300000
1.2800000,35.2009287,13.8560000,100.0300000
