0.0000000,30.0000000,16.1100000,100.0000000,-0.0303137
0.0000000,30.1000179,16.1100000,100.0000000,-0.0303137
0.0100000,30.2000357,16.1100000,100.0000000,-0.0098031
0.0300000,30.3000536,16.1100000,99.9990000,-0.0208007
0.0600000,30.4000714,16.1100000,99.9990000,-0.0281892
0.0900000,30.5000893,16.1100000,99.9980000,-0.0102962
0.1200000,30.6001072,16.1100000,99.9980000,0.0132851
0.1500000,30.7001250,16.1100000,99.9970000,-0.0137934
0.1800000,30.8001429,16.1100000,99.9970000,0.0037774
0.2100000,30.9001607,16.1100000,99.9970000,-0.0216506
0.2400000,31.0001786,16.1100000,99.9970000,0.0180468
0.2800000,31.1001965,16.1100000,99.9960000,0.0180095
0.3100000,31.2002143,16.1100000,99.9970000,-0.0138713
0.3400000,31.3002322,16.1100000,99.9980000,0.0210517
0.3700000,31.4002500,16.1100000,99.9980000,-0.0031135
0.4000000,31.5002679,16.1100000,99.9990000,0.0008656
0.4200000,31.6002858,16.1100000,100.0000000,0.0095229
0.4500000,31.7003036,16.1100000,100.0010000,0.0000141
0.4700000,31.8003215,16.1110000,100.0020000,-0.0019437
0.4900000,31.9003393,16.1110000,100.0030000,0.0030164
0.5100000,32.0003572,16.1110000,100.0040000,0.0181516
0.5300000,32.1003751,16.1110000,100.0040000,0.0101895
0.5500000,32.2003929,16.1110000,100.0050000,0.0067830
0.5700000,32.3004108,16.1110000,100.0060000,0.0079802
0.5900000,32.4004286,16.1110000,100.0070000,0.0079421
0.6000000,32.5004465,16.1120000,100.0080000,0.0075521
0.6200000,32.6004644,16.1120000,100.0080000,0.0109039
0.6400000,32.7004822,16.1120000,100.0090000,0.0055442
0.6500000,32.8005001,16.1120000,100.0100000,0.0028192
0.6700000,32.9005179,16.1120000,100.0100000,0.0094769
0.6800000,33.0005358,16.1120000,100.0110000,0.0087095
0.7000000,33.1005537,16.1120000,100.0120000,0.0018981
0.7100000,33.2005715,16.1120000,100.0120000,-0.0004677
0.7300000,33.3005894,16.1120000,100.0130000,0.0040121
0.7400000,33.4006073,16.1120000,100.0130000,0.0115753
0.7600000,33.5006251,16.1130000,100.0140000,0.0100851
0.7700000,33.6006430,16.1130000,100.0150000,0.0078166
0.7800000,33.7006608,16.1130000,100.0150000,0.0008692
0.8000000,33.8006787,16.1130000,100.0150000,-0.0012313
0.8100000,33.9006966,16.1130000,100.0160000,-0.0005476
0.8300000,34.0007144,16.1130000,100.0160000,0.0025955
0.8400000,34.1007323,16.1130000,100.0170000,0.0040636
0.8500000,34.2007501,16.1130000,100.0170000,0.0023133
0.8600000,34.3007680,16.1130000,100.0170000,0.0032936
0.8800000,34.4007859,16.1130000,100.0180000,0.0056013
0.8900000,34.5008037,16.1130000,100.0180000,0.0042327
0.9000000,34.6008216,16.1130000,100.0180000,0.0044911
0.9200000,34.7008394,16.1130000,100.0190000,0.0060057
0.9300000,34.8008573,16.1130000,100.0190000,0.0056893
0.9400000,34.9008752,16.1130000,100.0190000,0.0050344
0.9500000,35.0008930,16.1130000,100.0200000,0.0063000
0.9600000,35.1009109,16.1140000,100.0200000,0.0051505
0.9800000,35.2009287,16.1140000,100.0200000,0.0071807
0.9900000,35.3009466,16.1140000,100.0210000,0.0065411
1.0000000,35.4009645,16.1140000,100.0210000,0.0056872
1.0100000,35.5009823,16.1140000,100.0210000,0.0043458
1.0200000,35.6010002,16.1140000,100.0210000,0.0036179
1.0400000,35.7010180,16.1140000,100.0220000,0.0051345
1.0500000,35.8010359,16.1140000,100.0220000,0.0042465
1.0600000,35.9010538,16.1140000,100.0220000,0.0031483
1.0700000,36.0010716,16.1140000,100.0230000,0.0019474
1.0800000,36.1010895,16.1140000,100.0230000,0.0010786
1.0900000,36.2011073,16.1140000,100.0230000,0.0005381
1.1100000,36.3011252,16.1140000,100.0230000,0.0002684
1.1200000,36.4011431,16.1140000,100.0240000,0.0006420
1.1300000,36.5011609,16.1140000,100.0240000,0.0006401
1.1400000,36.6011788,16.1140000,100.0240000,0.0006915
1.1500000,36.7011966,16.1140000,100.0240000,0.0009023
1.1700000,36.8012145,16.1140000,100.0250000,0.0016422
1.1800000,36.9012324,16.1140000,100.0250000,0.0023784
1.1900000,37.0012502,16.1140000,100.0250000,0.0037980
1.2000000,37.1012681,16.1140000,100.0250000,0.0045289
1.2100000,37.2012859,16.1140000,100.0250000,0.0052540
1.2200000,37.3013038,16.1140000,100.0260000,0.0051404
1.2300000,37.4013217,16.1140000,100.0260000,0.0048159
1.2400000,37.5013395,16.1140000,100.0260000,0.0030307
