,FTIR_777,FTIR_808,FTIR_825,FTIR_841,FTIR_854,FTIR_875,FTIR_908,FTIR_972,FTIR_997,FTIR_1018,FTIR_1066,FTIR_1082,FTIR_1166,FTIR_1195,FTIR_1213,FTIR_1261,FTIR_1367,FTIR_1377,FTIR_1398,FTIR_1409,FTIR_1435,FTIR_1490,FTIR_1541,FTIR_1577,FTIR_1631,FTIR_1645,FTIR_1658,FTIR_1739,FTIR_1978,FTIR_2162,FTIR_2952,FTIR_2960,FTIR_3297
52,0.0,0.0,0.0,0.0,0.0,0.0,0.2688649461797552,0.0,0.0,0.0,0.168029203477744,0.0,0.0,0.0,0.0,0.31928281753075977,0.46493444587810484,0.0,0.0,0.0,0.0839994178927355,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11200934642107434
53,0.0,0.0,0.0,0.0,0.0,0.0,0.23525303194575142,0.0,0.0,0.0,0.29687487470809,0.0,0.0,0.0,0.0,0.1904371463004158,0.5097503315234444,0.0,0.0,0.0,0.07839743218706871,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5937801171084448,0.0,0.0,0.05038750365874704
54,0.0,0.0,0.0,0.0,0.0,0.0,0.24085501765141934,0.0,0.0,0.0,0.3584967174704286,0.0,0.0,0.0,0.0,0.050387503658735754,0.3865066459987654,0.0,0.0,0.0,0.033581546541731074,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21284508912308164,0.8290635167464355,0.0,0.0,0.12321331783242397
55,0.0,0.0,0.0,0.0,0.0,0.0,0.3080788461194248,0.0,0.0,0.0,0.3584967174704304,0.0,0.0,0.027979560836067893,0.0,0.05038750365873191,0.560168202874449,0.0,0.0,0.0,0.08399941789273392,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31928281753064536
56,0.0,0.0,0.0,0.0,0.0,0.0,0.2296510462400836,0.0,0.0,0.0,0.4145165745271013,0.0,0.0,0.0,0.0,0.0,0.4537304744667708,0.0,0.0,0.0,0.0,0.0,0.9299060860262762,0.0,0.0,1.0,0.0,0.0,0.0,0.5657701885800948,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.21844707482874967,0.0,0.0,0.0,0.4593324601724397,0.0,0.0,0.0,0.0,0.0,0.4593324601724417,0.0,0.0,0.0,0.016775589424732267,0.0,0.9747224219356622,0.0,0.0,1.0,0.0,0.0,0.25766097476841926,0.9635111736824423,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.32488480323642577,0.0,0.0,0.0,0.5489642314631132,0.0,0.0,0.0,0.0,0.0,0.6161880599311225,0.0,0.0,0.0,0.05038750365873756,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.30247686041375704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35289473176476144,0.554566217168782,0.0,0.0,0.0,0.005571618013394271,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33048678894207034,0.0,0.0,0.11200934642113577
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719346077573658,0.0,0.0,0.0,0.0,0.13441728924374233,0.11761133212674137,0.8066555739238052,0.0,0.0,0.20164111771174578,0.0,0.8290643446497417,0.3865066459987654,0.0,0.0,0.0,0.0,0.3080788461194238,1.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08399941789273765,0.0,0.0,0.0,0.0,0.7898496168068063,0.0615914750700698,1.0,0.0,0.0,0.4481284887611077,0.0,1.0,1.0,0.0,0.0,0.0,0.5881781314027839,0.7842476311011372,1.0,0.0,0.2688649461792433,0.0
62,0.0,0.0,0.0,0.0,0.0,0.11200934642107344,0.0,0.0,0.0,0.0,0.8066555739238049,0.0,0.0,0.0,0.0,1.0,0.19043714630041378,0.9074913166258164,0.0,0.0,0.27446693188542215,0.0,1.0,0.35289473176475583,0.0,0.0,0.0,0.36970068888176444,0.3584967174704295,1.0,0.0,0.027979560835580904,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3865066459987672,0.0,0.0,0.0,0.0,0.700217845516127,0.06159147507006968,0.9523072022711521,0.0,0.0,0.3024768604137551,0.0,1.0,0.6778099026934573,0.0,0.0,0.0,0.41451657452709995,0.03358154654173096,0.728227774044441,0.0,0.01117360371860333,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17363118918341294,0.0,0.0,0.0,0.0,0.6497999741651264,0.10080537500973658,0.9186952880371482,0.0,0.0,0.25205898906275437,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2576609747684073,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12321331783240443,0.0,0.0,0.0,0.0,0.40331260311576433,0.17923317488907983,0.980317130799487,0.0,0.0,0.36409870317609755,0.0,1.0,0.8682774166861434,0.0,0.0,0.0,0.0,0.6329940170481215,1.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3809046602931003,0.1400192749494091,0.7898496168068042,0.0,0.0,0.2408550176514165,0.0,1.0,0.6610039455764584,0.0,0.0,0.0,0.0,0.3528947317647626,1.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666059312821291,0.06719346077573658,0.9130933023314792,0.0,0.0,0.2576609747684233,0.0,1.0,0.6497999741651205,0.0,0.0,0.0,0.17923317488907983,0.3136808318250919,1.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05038750365873191,0.0,0.08400197422565434,0.0,0.0,0.0,0.0,0.0,0.15122324636074122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24645700335708545,0.0,0.4089145888214258,0.0,1.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03358154654173209,0.0,0.11201194632784674,0.0,0.0,0.0,0.0,0.0,0.05598948936440085,0.0,1.0,0.0,0.5209543029347782,0.0,0.0,0.0,0.0,1.0,0.0,0.2688649461797611,0.0,0.19603913200608078,0.0,0.0,0.8178595453346096,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111736037190631,0.0,0.09520616350627811,0.0,0.0,0.022380305761173072,0.0,0.0,0.16242721777207517,0.0,1.0,0.0,0.0,0.011173603719069086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2632629604740872,0.0,0.0,0.9747151450932324,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106410091343756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19603913200608078,0.1904371463004158,0.0,0.9074913166258164,0.30807884611942504,0.9803171307994704,0.0,0.6497999741645888,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08400155301170402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12321331783240838,0.15122324636074305,0.30247686041375704,1.0,0.0,0.4761384172889189,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16242967243265918,0.0,0.0,0.0,0.0,0.0,0.13441728924373836,0.0,1.0,0.0,0.03358154654173683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016411177117476,0.3528947317647635,1.0,0.0,0.6834118883984204,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16803145479365647,0.0,0.0,0.0,0.0,0.0,0.10080537500974053,0.0,1.0,0.0,0.03358154654172904,0.022377575130395108,0.0,0.027979618934539197,0.0,0.08399941789273754,0.0,0.7730436596897995,0.0,0.8906853595088136,1.0,0.0,0.33608877464729203,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24645861558975246,0.0,0.0,0.0,0.0,0.0,0.13441728924374233,0.0,1.0,0.0,0.14562126065507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10080537500973748,0.20724310341742216,0.0,0.40331260311512285,0.0
76,1.0,0.0,0.15122324636074405,0.0,1.0,0.0,1.0,0.0,0.0,0.4985519520970617,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.19043714630041378,0.0,0.04478551795306478,1.0,0.11200995645506004,0.044785517953063986,0.0,0.0,0.0,0.0,0.2632629604740872,0.21284508912322064,0.0,0.4817404029944853,0.0
77,1.0,0.0,0.15122324636074405,0.0,1.0,0.0,1.0,0.0,0.0,0.4985519520970617,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.19043714630041378,0.0,0.04478551795306478,1.0,0.11200995645506004,0.044785517953063986,0.0,0.0,0.0,0.0,0.2632629604740872,0.21284508912322064,0.0,0.4817404029944853,0.0
78,1.0,0.0,0.36409870317609755,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6441979884594554,0.0,0.0,1.0,0.17363203161130203,0.0,0.0,0.0,0.0,0.42572054593843783,0.17923317488907803,0.7898496168067672,0.0,1.0,0.0
