102271.56098,99773.72782,100528.47104,91262.32915,86765.88301,120354.20119,121686.18726,197948.08315,122437.56861,107981.73005,106064.65139,113406.09109,113817.07932,110033.82654,114684.36674,142727.71788,91462.04822,95650.87615,126639.03382,96720.92011,111402.36784,104244.52521,98425.24070,94200.32435,25163.53333,44960.40000
94927.01060,93202.78298,92470.67831,83141.49299,81066.79527,112578.62820,113866.56617,187487.81529,114514.17270,100489.52112,98302.00959,105600.23385,106122.09640,102039.45534,105101.86466,134579.93725,84109.39842,87932.01005,119195.77494,89343.95610,103409.92863,96541.17564,91254.22114,87405.26177,25297.33243,42831.24713
87712.30955,86631.71666,84628.12395,75280.29468,75397.63637,104775.55471,106026.54170,176701.02234,106603.87379,93059.39711,90648.64625,97923.93137,98478.72233,94149.85673,95859.19635,126153.37767,77028.49327,80473.11715,111568.34584,82141.72940,95529.72531,88992.43214,84166.24097,80918.27869,25614.09924,40470.33869
80965.27804,80435.60721,77364.19960,68070.43177,70054.59943,97405.08646,98619.44042,166352.91736,99137.87089,86085.59313,83498.26153,90722.59719,91290.38078,86773.85896,87337.05479,118101.44809,70479.47680,73573.99896,104301.31790,75441.79125,88156.49252,81950.01880,77539.84983,74888.70026,25785.70036,38387.64418
74434.98583,74379.21578,70411.87937,61214.40008,64817.78067,90087.33112,91322.21638,155836.54683,91800.47099,79252.73142,76574.27248,83741.77844,84240.13566,79615.05674,79232.93164,109966.13004,64245.43245,67020.22354,97006.49630,69002.13290,80951.51914,75135.30297,71090.59325,69186.08639,25801.36628,36158.61716
68351.42607,68698.08780,64002.65601,54961.85065,59899.90027,83195.45222,84456.34829,145776.36918,84901.07113,72861.13971,70135.35729,77215.98836,77631.73722,72951.64813,71792.14264,102231.28621,58499.34847,60985.69982,90087.83363,63036.82698,74229.53756,68800.32734,65086.87552,63877.98884,25899.12144,33979.73551
62486.93581,63154.64775,57895.10484,49071.87298,55094.81646,76447.75169,77725.44393,135764.41356,78172.94213,66651.89583,63947.38043,70927.41066,71218.37284,66554.87631,64746.13132,94472.25658,53039.73722,55256.41197,83151.77720,57331.09043,67776.48302,62716.34474,59296.60524,59001.65082,25514.67091,31962.65485
57030.69086,57956.87517,52275.26886,43721.15144,50585.81750,70115.98175,71400.03757,126231.05217,71858.63156,60858.08843,58206.49424,65057.90459,65224.09464,60619.87353,58289.32132,87106.29309,48012.66458,49984.81377,76573.92707,52054.84265,61785.81348,57074.02036,53921.63972,54574.58372,24994.63593,29911.97657
51883.07478,53000.00174,47047.77638,38799.43530,46283.93161,64062.48788,65340.11330,116924.74862,65817.45467,55359.73802,52797.06232,59500.62528,59524.51612,55027.16794,52318.14360,79933.89430,43347.03169,45102.67288,70159.63169,47115.41930,56173.67594,51768.09756,48867.74236,50250.93463,24475.92380,27829.79619
47133.28875,48392.30817,42282.71118,34371.82592,42283.07643,58433.25997,59694.73203,108125.32099,60189.24368,50275.31763,47817.36670,54348.60475,54239.22171,49876.18917,46896.48588,73199.35706,39089.32391,40652.56037,64139.78277,42585.77542,51011.21665,46887.49436,44221.65169,46039.59737,23970.87599,25921.26747
