0.73614,0.69130,0.81924,0.93798,0.68911,0.70293,0.69671,0.60561,0.69590,0.74296,0.77960,0.70229,0.72173,0.77560,0.84145,0.68692,0.79299,0.79859,0.69092,0.78058,0.73671,0.76357,0.76178,0.72951,0.36490,0.56026
0.76388,0.71806,0.85196,0.98271,0.71687,0.73169,0.72397,0.62789,0.72216,0.77170,0.81033,0.72654,0.74898,0.80633,0.87315,0.71820,0.82171,0.82680,0.72473,0.80880,0.76145,0.79180,0.79151,0.75364,0.38632,0.58822
0.79022,0.74419,0.88196,1.02502,0.74319,0.75935,0.75096,0.64929,0.74742,0.79938,0.83994,0.74911,0.77444,0.83594,0.90297,0.74978,0.84825,0.85209,0.75907,0.83486,0.78413,0.81823,0.81939,0.77745,0.41313,0.61433
0.81690,0.77089,0.91211,1.06811,0.76989,0.78754,0.77866,0.67103,0.77312,0.82756,0.87010,0.77182,0.80013,0.86610,0.93311,0.78248,0.87491,0.87726,0.79478,0.86103,0.80683,0.84491,0.84756,0.80180,0.43854,0.64405
0.84269,0.79703,0.94056,1.11017,0.79603,0.81586,0.80576,0.69234,0.79831,0.85552,0.90035,0.79375,0.82605,0.89599,0.96230,0.81618,0.90035,0.90125,0.83134,0.88634,0.82840,0.87070,0.87443,0.82683,0.46830,0.67356
0.86876,0.82361,0.96908,1.15304,0.82261,0.84491,0.83333,0.71399,0.82389,0.88406,0.93137,0.81587,0.85261,0.92651,0.99180,0.85120,0.92591,0.92533,0.86935,0.91191,0.85001,0.89677,0.90149,0.85252,0.50345,0.70302
0.89496,0.85063,0.99669,1.19577,0.84928,0.87401,0.86201,0.73580,0.84994,0.91337,0.96277,0.83783,0.87964,0.95743,1.02073,0.88815,0.95095,0.94821,0.90919,0.93660,0.87046,0.92263,0.92763,0.87897,0.53041,0.73468
0.92169,0.87837,1.02440,1.23939,0.87652,0.90374,0.89173,0.75807,0.87668,0.94359,0.99497,0.86010,0.90737,0.98913,1.04993,0.92686,0.97618,0.97096,0.95091,0.96133,0.89073,0.94886,0.95386,0.90627,0.56232,0.76671
0.94862,0.90625,1.05067,1.28249,0.90425,0.93356,0.92156,0.78029,0.90393,0.97391,1.02788,0.88200,0.93494,1.02155,1.07897,0.96731,1.00100,0.99270,0.99457,0.98534,0.90971,0.97432,0.97965,0.93259,0.59493,0.79730
0.97606,0.93468,1.07662,1.32613,0.93268,0.96396,0.95196,0.80283,0.93186,1.00479,1.06171,0.90404,0.96287,1.05489,1.10836,1.00955,1.02597,1.01423,1.04026,1.00933,0.92830,0.99979,1.00561,0.95569,0.63283,0.83436
1.00365,0.96385,1.10185,1.37040,0.96125,0.99477,0.98337,0.82556,0.95994,1.03609,1.09623,0.92598,0.99126,1.08923,1.13791,1.05439,1.05115,1.03447,1.08909,1.03261,0.94622,1.02483,1.03053,0.97729,0.66647,0.86305
1.03167,0.99385,1.12691,1.41564,0.99025,1.02624,1.01583,0.84866,0.98846,1.06805,1.13164,0.94809,1.02026,1.12464,1.16789,1.10167,1.07670,1.05411,1.14081,1.05570,0.96390,1.04989,1.05510,0.99860,0.70020,0.89451
1.05981,1.02393,1.15097,1.46059,1.01936,1.05779,1.04892,0.87163,1.01736,1.10038,1.16795,0.97008,1.04966,1.16094,1.19770,1.15160,1.10182,1.07309,1.19540,1.07839,0.98063,1.07425,1.07896,1.02062,0.73944,0.92870
1.08827,1.05436,1.17451,1.50574,1.04881,1.08969,1.08279,0.89468,1.04681,1.13326,1.20525,0.99215,1.07959,1.19825,1.22763,1.20417,1.12684,1.09172,1.25290,1.10095,0.99681,1.09828,1.10250,1.04183,0.77871,0.95870
1.11716,1.08573,1.19772,1.55152,1.07894,1.12227,1.11758,0.91820,1.07667,1.16681,1.24373,1.01443,1.10995,1.23725,1.25799,1.25959,1.15205,1.10896,1.31447,1.12238,1.01215,1.12198,1.12464,1.06367,0.82671,0.98191
1.14655,1.11807,1.22074,1.59806,1.10980,1.15559,1.15335,0.94220,1.10705,1.20111,1.28341,1.03696,1.14081,1.27792,1.28885,1.31792,1.17752,1.12512,1.38016,1.14295,1.02684,1.14549,1.14571,1.08581,0.85578,1.01543
1.17645,1.15042,1.24378,1.64463,1.14093,1.18892,1.18962,0.96597,1.13768,1.23542,1.32482,1.05975,1.17242,1.31933,1.32046,1.38033,1.20276,1.14030,1.44969,1.16353,1.04079,1.16877,1.16579,1.10788,0.89962,1.03173
1.20687,1.18280,1.26683,1.69123,1.17232,1.22228,1.22641,0.98952,1.16859,1.26976,1.36799,1.08281,1.20480,1.36152,1.35284,1.44703,1.22778,1.15453,1.52326,1.18414,1.05404,1.19182,1.18492,1.12980,0.94823,1.06981
1.23735,1.21590,1.28976,1.73805,1.20401,1.25591,1.26414,1.01362,1.19956,1.30460,1.41206,1.10574,1.23724,1.40572,1.38528,1.51656,1.25244,1.16776,1.60157,1.20395,1.06675,1.21408,1.20258,1.15109,0.99519,1.09490
1.26780,1.24974,1.31249,1.78494,1.23591,1.28975,1.30280,1.03827,1.23050,1.33988,1.45700,1.12846,1.26963,1.45211,1.41767,1.58897,1.27661,1.17985,1.68506,1.22281,1.07885,1.23536,1.21855,1.17207,1.02610,1.11282
1.29883,1.28381,1.33547,1.83320,1.26802,1.32381,1.34197,1.06283,1.26241,1.37581,1.50430,1.15204,1.30340,1.50010,1.45064,1.66676,1.30106,1.19126,1.77399,1.24167,1.09066,1.25627,1.23367,1.19298,1.07485,1.14038
1.33035,1.31778,1.35864,1.88293,1.30003,1.35779,1.38135,1.08697,1.29540,1.41224,1.55449,1.17668,1.33885,1.54980,1.48414,1.75124,1.32570,1.20162,1.86925,1.26041,1.10201,1.27648,1.24748,1.21402,1.11182,1.16117
1.36157,1.35185,1.38274,1.93317,1.33230,1.39204,1.42178,1.11170,1.32793,1.44915,1.60599,1.20116,1.37440,1.60116,1.51861,1.84019,1.34981,1.21103,1.97088,1.27914,1.11334,1.29651,1.26015,1.23367,1.15044,1.17607
