,r,g,b
145,0.5911242766777457,0.9851679146721164,0.9491551207619061
146,0.23024224490068354,0.1864729456612172,0.5998144850770062
147,0.9904369037427079,0.5860167078150682,0.5438996948799718
148,0.595661925349854,0.9709150618044556,0.1806268231202205
149,0.5335358412956702,0.19140879730200183,0.17668977047753234
150,0.8701245592860711,0.9860110920913187,0.6150353468276084
151,0.6529699027306493,0.4643439128941065,0.9831969502925346
152,0.6878369233423822,0.460349610529753,0.48641925303584355
153,0.9587396509768819,0.2939165122800324,0.545749388101595
154,0.39658391203696736,0.7354166873635922,0.39626382117040415
155,0.4490204136990458,0.7127107743556066,0.9354699423863352
156,0.6709763024402787,0.1905429965932096,0.9969920904375764
157,0.44079885796609986,0.4172214409202515,0.6860696811664876
158,0.18018901757008438,0.856456736569873,0.624240796886131
159,0.6808837457952412,0.8317270810560253,0.44401490108267994
160,0.18667997013858217,0.19466947341455243,0.32570165632562537
161,0.20534092832331444,0.6399694465911573,0.17678521761213314
162,0.9627317783430767,0.6947655564898653,0.27939187409473676
163,0.6366854261879514,0.40554793853306226,0.19161205747728982
164,0.8219072103612306,0.46897949752724233,0.7360003874847525
165,0.1716479231996534,0.3853893147418375,0.7741059569197706
166,0.1690531241144065,0.5898209712990998,0.9916229740965357
167,0.9994453407717473,0.8163866001941288,0.7652211169230096
168,0.7725883801549887,0.20601138116911402,0.3240477409622335
169,0.7074863708677758,0.781299281326315,0.9353716370011828
170,0.4565081974608265,0.21666499907709288,0.42600401960787593
171,0.6386471738661881,0.9069945456535715,0.7185829780223659
172,0.4688352821465338,0.2275667566478507,0.8199492063484362
173,0.22599194735692676,0.9909209603873287,0.4492569142861488
174,0.4244351340768519,0.6936915458174167,0.6417107305138591
175,0.8980972021524588,0.20640807338101258,0.8007078182142319
176,0.20410911194097248,0.46265378105410593,0.5532935829626473
177,0.3955359446987416,0.5071427820036589,0.9041839761570358
178,0.4607475056808088,0.6095496084141357,0.17972789092545585
179,0.9854548630337473,0.8361355822831217,0.4560401842297579
180,0.3620786383043641,0.9722528121952645,0.7799959582913573
181,0.4688245939454472,0.8038732666792857,0.1775590831905299
182,0.17993215182662065,0.6324713392526701,0.42388962924781837
183,0.8978772667732798,0.48594198489739987,0.34159785118361674
184,0.7984225677939699,0.9922876492991172,0.3256303538649748
185,0.17034006622851386,0.7730048706715197,0.8840249731044851
186,0.8585054159647371,0.91943446136105,0.8615065831490029
187,0.18013582085574406,0.36186421553522646,0.18841205027973676
188,0.7774506975624731,0.823839714808662,0.22282850036746346
189,0.5885575610012466,0.6680515189824956,0.45448432944821593
190,0.7115793079686161,0.31955763837287476,0.8160125899398384
191,0.44028772332811517,0.5401265516981467,0.5037258227970391
192,0.42120453836151855,0.3493506323261044,0.1723347428193399
193,0.6061188541870577,0.5238385656026306,0.7517901664860235
194,0.1788353849544169,0.18316632739540822,0.8163564796011823
195,0.9904474677656465,0.17088464865748107,0.2755053864359279
196,0.8695384864991448,0.6354778065522309,0.7510502637903065
197,0.8036561082783144,0.6601982038392298,0.4314950600171095
198,0.3865370827161548,0.9557785791146594,0.29666081212084977
199,0.75831840652252,0.6138337763594153,0.9449565182720645
200,0.9868985645937056,0.4939736028957842,0.8566625707367111
201,0.5886988459489334,0.9884128220064192,0.3920309017250723
202,0.22678455020356042,0.8419658440723821,0.37483744181838774
203,0.38807934973250935,0.8720069346006889,0.9831521300920358
204,0.27118529957762266,0.3056358287381033,0.461254995822221
205,0.5204298189041753,0.37479041185257694,0.4998730956693378
206,0.5230256970903095,0.792622255088265,0.7822340925271343
207,0.5626582858370768,0.5209624154457653,0.3173172727138223
208,0.4810785167290904,0.3527183175585114,0.9625055181913175
209,0.8680833465980841,0.7464051584456792,0.5992630801670059
210,0.4002388151966194,0.2844523381952444,0.6086005408050209
211,0.4942740402131827,0.8253488052576832,0.5720672684364017
212,0.8084340964231039,0.34772400727947955,0.4174987231878263
213,0.8264292446240556,0.41238261781573987,0.9930579226256372
214,0.7598151793424612,0.3268331739470543,0.607860232281038
215,0.28573219312007614,0.18629418000365555,0.1702487129750569
216,0.9951629307020253,0.43916727279652257,0.6232349736996081
217,0.9798499743851593,0.8509397052341017,0.9922560138041855
218,0.5978865818855333,0.29280520005933375,0.34201624976212214
219,0.330753828233677,0.79309452795551,0.7480504449180494
220,0.22360000081613934,0.7085228679390104,0.6022416090435214
221,0.8417505662464246,0.19110616250872983,0.5087033798574597
222,0.4358327215711355,0.17200314616980347,0.9916235386183252
223,0.853332112725364,0.25973719653004124,0.99863984655558
224,0.17044455630980557,0.44011007049331996,0.9708442982079756
225,0.28682143043634317,0.5097085596315802,0.18039753294038033
226,0.5715997025736685,0.5931516281698679,0.9691212141446955
227,0.9819992478794175,0.4770426608751342,0.16861761478565093
228,0.7357415784221718,0.2923623047506307,0.18136163619963264
229,0.9670608359019284,0.998080258161575,0.36711583567765915
230,0.28627561771619187,0.800763922724973,0.20575377192216254
231,0.7769039463910005,0.9948608765989646,0.999146818965976
232,0.5673885215116803,0.30668046543124805,0.7082346322478127
233,0.7022443580056869,0.9901155915774958,0.5382324324257445
234,0.42266936942114997,0.5629988071671576,0.7142839046770788
235,0.29644441296780893,0.9830459964018967,0.6192503058383089
236,0.6078012072228017,0.7465748607760158,0.2602279694632583
237,0.8435179487000346,0.49738271830160147,0.550488985848658
238,0.8687381287612411,0.7581564687614575,0.8629313390762344
239,0.7769274177467478,0.497744870585757,0.21638435118078655
240,0.381024236056586,0.5751027287493009,0.32207957812156507
241,0.7611028037867076,0.8080975786127156,0.7207449551485339
242,0.5193844925685789,0.859624917167221,0.33214773263401937
243,0.9764036055883296,0.16755643606886284,0.6364177034034646
244,0.17612277782870672,0.9056769613280962,0.7803967825680784
245,0.9816665943425766,0.9847813259953533,0.7573423820775315
246,0.9904540770345365,0.3240864587755848,0.7500165245914192
247,0.6856283626086664,0.16947752094046306,0.810362595687922
248,0.3389790153835657,0.3619376909735356,0.8339893544054058
249,0.5560171827422524,0.8345999821460589,0.9782769255344093
250,0.6467750920341586,0.16956410546951708,0.46857189441947483
251,0.28298304714472955,0.7067833689510946,0.989117627105115
252,0.9920366322047877,0.3617947986918358,0.3702043843526135
253,0.3693115998829025,0.8898066197097689,0.4762341292136446
254,0.9928406225794564,0.19696193805271744,0.9853253264890993
255,0.34813117716118636,0.6677718691761358,0.8106723894367551
256,0.21081114040144405,0.3236505608218982,0.6352015806958038
257,0.3306698288442133,0.2788588633506416,0.29400552224891513
258,0.7379143574471799,0.9960683760109511,0.7882245291247192
259,0.5068199759024788,0.17918641149981407,0.6060686417380903
260,0.16842041718421275,0.5012091263558207,0.30113365984579027
261,0.8607289916139842,0.1992054858510994,0.1698947164628859
262,0.0,0.0,0.0
263,0.16799499175283547,0.9282588799077076,0.20445787414621142
264,0.2736056596633776,0.2973369127103225,0.9870630625539425
265,0.9341867943481427,0.34003079707653544,0.16869161823322568
266,0.16930857484220033,0.954135562153994,0.9529915979545778
267,0.9731523510682749,0.912755482071762,0.1990414459878073
268,0.9930481478061781,0.34382227686774297,0.9645075636902682
269,0.32559791033565005,0.43480660935025545,0.3401225678734897
270,0.6664038644111852,0.6829301885623394,0.680818082353343
271,0.6708317970272297,0.19215901703475144,0.6364894815002153
272,0.20024043900954336,0.5942330274876251,0.7306065578669428
273,0.46549522062872867,0.9870250128416432,0.5551258117825186
274,0.7088641431624425,0.6313208991255711,0.2144987316376805
275,0.9427525377350098,0.6712678321075818,0.9968005360917519
276,0.5911242766777457,0.9851679146721164,0.9491551207619061
277,0.23024224490068354,0.1864729456612172,0.5998144850770062
278,0.9904369037427079,0.5860167078150682,0.5438996948799718
279,0.595661925349854,0.9709150618044556,0.1806268231202205
280,0.5335358412956702,0.19140879730200183,0.17668977047753234
281,0.8701245592860711,0.9860110920913187,0.6150353468276084
282,0.6529699027306493,0.4643439128941065,0.9831969502925346
283,0.6878369233423822,0.460349610529753,0.48641925303584355
284,0.9587396509768819,0.2939165122800324,0.545749388101595
285,0.39658391203696736,0.7354166873635922,0.39626382117040415
286,0.4490204136990458,0.7127107743556066,0.9354699423863352
287,0.6709763024402787,0.1905429965932096,0.9969920904375764
288,0.44079885796609986,0.4172214409202515,0.6860696811664876
289,0.18018901757008438,0.856456736569873,0.624240796886131
290,0.6808837457952412,0.8317270810560253,0.44401490108267994
291,0.18667997013858217,0.19466947341455243,0.32570165632562537
292,0.20534092832331444,0.6399694465911573,0.17678521761213314
293,0.9627317783430767,0.6947655564898653,0.27939187409473676
294,0.6366854261879514,0.40554793853306226,0.19161205747728982
295,0.8219072103612306,0.46897949752724233,0.7360003874847525
296,0.1716479231996534,0.3853893147418375,0.7741059569197706
297,0.1690531241144065,0.5898209712990998,0.9916229740965357
298,0.9994453407717473,0.8163866001941288,0.7652211169230096
299,0.7725883801549887,0.20601138116911402,0.3240477409622335
300,0.7074863708677758,0.781299281326315,0.9353716370011828
301,0.4565081974608265,0.21666499907709288,0.42600401960787593
302,0.6386471738661881,0.9069945456535715,0.7185829780223659
303,0.4688352821465338,0.2275667566478507,0.8199492063484362
304,0.22599194735692676,0.9909209603873287,0.4492569142861488
305,0.4244351340768519,0.6936915458174167,0.6417107305138591
306,0.8980972021524588,0.20640807338101258,0.8007078182142319
307,0.20410911194097248,0.46265378105410593,0.5532935829626473
308,0.3955359446987416,0.5071427820036589,0.9041839761570358
309,0.4607475056808088,0.6095496084141357,0.17972789092545585
310,0.9854548630337473,0.8361355822831217,0.4560401842297579
311,0.3620786383043641,0.9722528121952645,0.7799959582913573
312,0.4688245939454472,0.8038732666792857,0.1775590831905299
313,0.17993215182662065,0.6324713392526701,0.42388962924781837
314,0.8978772667732798,0.48594198489739987,0.34159785118361674
315,0.7984225677939699,0.9922876492991172,0.3256303538649748
316,0.17034006622851386,0.7730048706715197,0.8840249731044851
317,0.8585054159647371,0.91943446136105,0.8615065831490029
318,0.18013582085574406,0.36186421553522646,0.18841205027973676
319,0.7774506975624731,0.823839714808662,0.22282850036746346
320,0.5885575610012466,0.6680515189824956,0.45448432944821593
321,0.7115793079686161,0.31955763837287476,0.8160125899398384
322,0.44028772332811517,0.5401265516981467,0.5037258227970391
323,0.42120453836151855,0.3493506323261044,0.1723347428193399
324,0.6061188541870577,0.5238385656026306,0.7517901664860235
325,0.1788353849544169,0.18316632739540822,0.8163564796011823
326,0.9904474677656465,0.17088464865748107,0.2755053864359279
327,0.8695384864991448,0.6354778065522309,0.7510502637903065
328,0.8036561082783144,0.6601982038392298,0.4314950600171095
329,0.3865370827161548,0.9557785791146594,0.29666081212084977
330,0.75831840652252,0.6138337763594153,0.9449565182720645
331,0.9868985645937056,0.4939736028957842,0.8566625707367111
332,0.5886988459489334,0.9884128220064192,0.3920309017250723
333,0.22678455020356042,0.8419658440723821,0.37483744181838774
334,0.38807934973250935,0.8720069346006889,0.9831521300920358
335,0.27118529957762266,0.3056358287381033,0.461254995822221
336,0.5204298189041753,0.37479041185257694,0.4998730956693378
337,0.5230256970903095,0.792622255088265,0.7822340925271343
338,0.5626582858370768,0.5209624154457653,0.3173172727138223
339,0.4810785167290904,0.3527183175585114,0.9625055181913175
340,0.8680833465980841,0.7464051584456792,0.5992630801670059
341,0.4002388151966194,0.2844523381952444,0.6086005408050209
342,0.4942740402131827,0.8253488052576832,0.5720672684364017
343,0.8084340964231039,0.34772400727947955,0.4174987231878263
344,0.8264292446240556,0.41238261781573987,0.9930579226256372
345,0.7598151793424612,0.3268331739470543,0.607860232281038
346,0.28573219312007614,0.18629418000365555,0.1702487129750569
347,0.9951629307020253,0.43916727279652257,0.6232349736996081
348,0.9798499743851593,0.8509397052341017,0.9922560138041855
349,0.5978865818855333,0.29280520005933375,0.34201624976212214
350,0.330753828233677,0.79309452795551,0.7480504449180494
351,0.22360000081613934,0.7085228679390104,0.6022416090435214
352,0.8417505662464246,0.19110616250872983,0.5087033798574597
353,0.4358327215711355,0.17200314616980347,0.9916235386183252
354,0.853332112725364,0.25973719653004124,0.99863984655558
355,0.17044455630980557,0.44011007049331996,0.9708442982079756
356,0.28682143043634317,0.5097085596315802,0.18039753294038033
357,0.5715997025736685,0.5931516281698679,0.9691212141446955
358,0.9819992478794175,0.4770426608751342,0.16861761478565093
359,0.7357415784221718,0.2923623047506307,0.18136163619963264
360,0.9670608359019284,0.998080258161575,0.36711583567765915
361,0.28627561771619187,0.800763922724973,0.20575377192216254
362,0.7769039463910005,0.9948608765989646,0.999146818965976
363,0.5673885215116803,0.30668046543124805,0.7082346322478127
364,0.7022443580056869,0.9901155915774958,0.5382324324257445
365,0.42266936942114997,0.5629988071671576,0.7142839046770788
366,0.29644441296780893,0.9830459964018967,0.6192503058383089
367,0.6078012072228017,0.7465748607760158,0.2602279694632583
368,0.8435179487000346,0.49738271830160147,0.550488985848658
369,0.8687381287612411,0.7581564687614575,0.8629313390762344
370,0.7769274177467478,0.497744870585757,0.21638435118078655
371,0.381024236056586,0.5751027287493009,0.32207957812156507
372,0.7611028037867076,0.8080975786127156,0.7207449551485339
373,0.5193844925685789,0.859624917167221,0.33214773263401937
374,0.9764036055883296,0.16755643606886284,0.6364177034034646
375,0.17612277782870672,0.9056769613280962,0.7803967825680784
376,0.9816665943425766,0.9847813259953533,0.7573423820775315
377,0.9904540770345365,0.3240864587755848,0.7500165245914192
378,0.6856283626086664,0.16947752094046306,0.810362595687922
379,0.3389790153835657,0.3619376909735356,0.8339893544054058
380,0.5560171827422524,0.8345999821460589,0.9782769255344093
381,0.6467750920341586,0.16956410546951708,0.46857189441947483
382,0.28298304714472955,0.7067833689510946,0.989117627105115
383,0.9920366322047877,0.3617947986918358,0.3702043843526135
384,0.3693115998829025,0.8898066197097689,0.4762341292136446
385,0.9928406225794564,0.19696193805271744,0.9853253264890993
386,0.34813117716118636,0.6677718691761358,0.8106723894367551
387,0.21081114040144405,0.3236505608218982,0.6352015806958038
388,0.3306698288442133,0.2788588633506416,0.29400552224891513
389,0.7379143574471799,0.9960683760109511,0.7882245291247192
390,0.5068199759024788,0.17918641149981407,0.6060686417380903
391,0.16842041718421275,0.5012091263558207,0.30113365984579027
392,0.8607289916139842,0.1992054858510994,0.1698947164628859
393,0.0,0.0,0.0
394,0.16799499175283547,0.9282588799077076,0.20445787414621142
395,0.2736056596633776,0.2973369127103225,0.9870630625539425
396,0.9341867943481427,0.34003079707653544,0.16869161823322568
397,0.16930857484220033,0.954135562153994,0.9529915979545778
398,0.9731523510682749,0.912755482071762,0.1990414459878073
399,0.9930481478061781,0.34382227686774297,0.9645075636902682
400,0.32559791033565005,0.43480660935025545,0.3401225678734897
401,0.6664038644111852,0.6829301885623394,0.680818082353343
402,0.6708317970272297,0.19215901703475144,0.6364894815002153
403,0.20024043900954336,0.5942330274876251,0.7306065578669428
404,0.46549522062872867,0.9870250128416432,0.5551258117825186
405,0.7088641431624425,0.6313208991255711,0.2144987316376805
406,0.9427525377350098,0.6712678321075818,0.9968005360917519
407,0.5911242766777457,0.9851679146721164,0.9491551207619061
408,0.23024224490068354,0.1864729456612172,0.5998144850770062
409,0.9904369037427079,0.5860167078150682,0.5438996948799718
410,0.595661925349854,0.9709150618044556,0.1806268231202205
411,0.5335358412956702,0.19140879730200183,0.17668977047753234
412,0.8701245592860711,0.9860110920913187,0.6150353468276084
413,0.6529699027306493,0.4643439128941065,0.9831969502925346
414,0.6878369233423822,0.460349610529753,0.48641925303584355
415,0.9587396509768819,0.2939165122800324,0.545749388101595
416,0.39658391203696736,0.7354166873635922,0.39626382117040415
417,0.4490204136990458,0.7127107743556066,0.9354699423863352
418,0.6709763024402787,0.1905429965932096,0.9969920904375764
419,0.44079885796609986,0.4172214409202515,0.6860696811664876
420,0.18018901757008438,0.856456736569873,0.624240796886131
421,0.6808837457952412,0.8317270810560253,0.44401490108267994
422,0.18667997013858217,0.19466947341455243,0.32570165632562537
423,0.20534092832331444,0.6399694465911573,0.17678521761213314
424,0.9627317783430767,0.6947655564898653,0.27939187409473676
425,0.6366854261879514,0.40554793853306226,0.19161205747728982
426,0.8219072103612306,0.46897949752724233,0.7360003874847525
427,0.1716479231996534,0.3853893147418375,0.7741059569197706
428,0.1690531241144065,0.5898209712990998,0.9916229740965357
429,0.9994453407717473,0.8163866001941288,0.7652211169230096
430,0.7725883801549887,0.20601138116911402,0.3240477409622335
431,0.7074863708677758,0.781299281326315,0.9353716370011828
432,0.4565081974608265,0.21666499907709288,0.42600401960787593
433,0.6386471738661881,0.9069945456535715,0.7185829780223659
434,0.4688352821465338,0.2275667566478507,0.8199492063484362
435,0.22599194735692676,0.9909209603873287,0.4492569142861488
436,0.4244351340768519,0.6936915458174167,0.6417107305138591
437,0.8980972021524588,0.20640807338101258,0.8007078182142319
438,0.20410911194097248,0.46265378105410593,0.5532935829626473
439,0.3955359446987416,0.5071427820036589,0.9041839761570358
440,0.4607475056808088,0.6095496084141357,0.17972789092545585
441,0.9854548630337473,0.8361355822831217,0.4560401842297579
442,0.3620786383043641,0.9722528121952645,0.7799959582913573
443,0.4688245939454472,0.8038732666792857,0.1775590831905299
444,0.17993215182662065,0.6324713392526701,0.42388962924781837
445,0.8978772667732798,0.48594198489739987,0.34159785118361674
446,0.7984225677939699,0.9922876492991172,0.3256303538649748
447,0.17034006622851386,0.7730048706715197,0.8840249731044851
448,0.8585054159647371,0.91943446136105,0.8615065831490029
449,0.18013582085574406,0.36186421553522646,0.18841205027973676
450,0.7774506975624731,0.823839714808662,0.22282850036746346
451,0.5885575610012466,0.6680515189824956,0.45448432944821593
452,0.7115793079686161,0.31955763837287476,0.8160125899398384
453,0.44028772332811517,0.5401265516981467,0.5037258227970391
454,0.42120453836151855,0.3493506323261044,0.1723347428193399
455,0.6061188541870577,0.5238385656026306,0.7517901664860235
456,0.1788353849544169,0.18316632739540822,0.8163564796011823
457,0.9904474677656465,0.17088464865748107,0.2755053864359279
458,0.8695384864991448,0.6354778065522309,0.7510502637903065
459,0.8036561082783144,0.6601982038392298,0.4314950600171095
460,0.3865370827161548,0.9557785791146594,0.29666081212084977
461,0.75831840652252,0.6138337763594153,0.9449565182720645
462,0.9868985645937056,0.4939736028957842,0.8566625707367111
463,0.5886988459489334,0.9884128220064192,0.3920309017250723
464,0.22678455020356042,0.8419658440723821,0.37483744181838774
465,0.38807934973250935,0.8720069346006889,0.9831521300920358
466,0.27118529957762266,0.3056358287381033,0.461254995822221
467,0.5204298189041753,0.37479041185257694,0.4998730956693378
468,0.5230256970903095,0.792622255088265,0.7822340925271343
469,0.5626582858370768,0.5209624154457653,0.3173172727138223
470,0.4810785167290904,0.3527183175585114,0.9625055181913175
471,0.8680833465980841,0.7464051584456792,0.5992630801670059
472,0.4002388151966194,0.2844523381952444,0.6086005408050209
473,0.4942740402131827,0.8253488052576832,0.5720672684364017
474,0.8084340964231039,0.34772400727947955,0.4174987231878263
475,0.8264292446240556,0.41238261781573987,0.9930579226256372
476,0.7598151793424612,0.3268331739470543,0.607860232281038
477,0.28573219312007614,0.18629418000365555,0.1702487129750569
478,0.9951629307020253,0.43916727279652257,0.6232349736996081
479,0.9798499743851593,0.8509397052341017,0.9922560138041855
480,0.5978865818855333,0.29280520005933375,0.34201624976212214
481,0.330753828233677,0.79309452795551,0.7480504449180494
482,0.22360000081613934,0.7085228679390104,0.6022416090435214
483,0.8417505662464246,0.19110616250872983,0.5087033798574597
484,0.4358327215711355,0.17200314616980347,0.9916235386183252
485,0.853332112725364,0.25973719653004124,0.99863984655558
486,0.17044455630980557,0.44011007049331996,0.9708442982079756
