,sample,Rhe_100.00,Rhe_Loss_100.00,Rhe_0.10,Rhe_Loss_0.10,Rhe_Log,Rhe_Crossover,Rhe_SMCrossover,Rhe_V_deg_custom
0,1.0,0.243823342945404,0.3927249751782652,0.42936785400518473,0.2091286351548426,0.38803542713724015,0.4723225114647304,0.3021645671203372,0.8758122508493154
1,2.0,0.2601695044557275,0.2578150855973765,0.46616557001894826,0.21609869606245183,0.4475358472183748,0.38884802296159715,0.18927108156264197,0.8803707073027052
2,3.0,0.16450469666695716,0.642747540391732,0.3359781220533348,0.21835056189414093,0.22570713249915567,0.7062450837356086,0.620229322620935,0.8687062557479309
3,4.0,0.0,1.0,0.0,0.639347602299048,0.4762916999254232,1.0,1.0,0.7525806396238119
4,5.0,0.12931773341076463,0.25122604326503595,0.416386674049568,0.20119348889079527,0.4251749718231297,0.3806553609019298,0.02180248657564091,0.877515897529482
5,6.0,0.427848702297796,0.2928062099467463,0.5238556285582132,0.24993566097623754,0.5253801947236939,0.45365881540777264,0.5167014268533748,0.8700893314077963
6,7.0,0.4436136748321215,0.2740921262448478,0.5279948000998481,0.292989191044008,0.5750088554150046,0.43194047241222217,0.5042721448642107,0.8226034782283483
7,8.0,1.0,0.0,1.0,0.05250600497555121,0.45842687839098134,0.0,0.46737383211999234,0.8953612207503276
8,9.0,0.450258885761149,0.2716550831904202,0.5860091653429969,0.19706506819936523,0.4645051212949839,0.37662409789653883,0.41829234682089733,0.8713300225812505
9,10.0,0.2900471172518237,0.41324427595751706,0.4159348160865861,0.29679591661662524,0.538079819140296,0.5361252602379946,0.491116211302233,0.8418383152536894
10,11.0,0.24428470059015897,0.5234828654812407,0.331702729863841,0.4605333705069917,0.5590984237619934,0.6417133971920626,0.6233550136634093,0.7023306132474856
11,12.0,0.3714794607152571,0.29088064506423555,0.6025419159709609,0.10177897400703449,0.262841955489091,0.25480089843393977,0.07839936131312461,0.8828161404263251
12,13.0,0.35774570743161377,0.34936967837049065,0.5015224138097952,0.24548554516599477,0.48974309570410984,0.44516759965038105,0.4157324645357521,0.8353470805453272
13,14.0,0.28196298803856823,0.5114480849655503,0.3564738584904485,0.46524620399759814,0.562313146902318,0.6302350624653003,0.6496068873998612,0.7101118636046257
14,15.0,0.27424777265769074,0.7095706592051028,0.3112635242020667,0.3270406193703355,0.3472728208667749,0.758324873400394,0.8456648236852665,0.8358897200743012
15,16.0,0.6045945813136272,0.24463700093269544,0.48528939223214407,0.8325308827314061,0.979710427314448,0.5404495847538594,0.9240415643948698,0.23608805370587455
16,17.0,0.09307049986911055,0.5637692932575141,0.3321032434619892,0.1685307111606761,0.2123080247386119,0.5914622409698771,0.30953627742181483,0.9277567521517733
17,18.0,0.13173199662295243,0.5806179859794808,0.431406783422188,0.037043192931285975,0.0,0.5676680191655642,0.3101465362468471,0.9657114983621363
18,19.0,0.4868516363875406,0.25667178144838576,0.3773961349128108,1.0,1.0,0.581412877816913,0.841029783200737,0.0
19,20.0,0.15576906926469117,0.526431386707585,0.40821146552515014,0.12655485974092823,0.21795188928976372,0.5506642146146065,0.32906794766233133,0.9111593936068437
20,21.0,0.3248533120680361,0.394439931401751,0.6085185451866924,0.0,0.0999679390138114,0.2638908990657727,0.0,0.9332977254620969
21,22.0,0.23979545189169968,0.47525348256461164,0.4523217977879453,0.12290362014240373,0.27350066409479235,0.5260419144747961,0.3939643972457481,0.9425591603392419
22,23.0,0.18685475299344975,0.46986791828384034,0.4395013066119478,0.05777108175345287,0.22465452616570836,0.5399202804755561,0.3521406188819547,1.0
23,24.0,0.17142775201694982,0.3727773264735084,0.49712382340066,0.09270181007120189,0.23877497664918423,0.39775101590516254,0.15051869386397232,0.9209394093496154
