,sample,DSC_C_HalfPeak,DSC_M_HalfPeak,DSC_C_Onset,DSC_M_Onset,DSC_Crystallinity,DSC_fPP
0,1.0,0.38000000000000256,0.4200000000000017,0.12999999999999545,0.22999999999998974,0.030349658703187288,0.0
1,2.0,0.120748130880407,0.08992651320816261,0.0638931399551899,0.08353309390761075,0.8575190497297291,0.04210139392659235
2,3.0,0.485969196554677,0.5607745001335183,0.11068351277403587,0.397533948235871,0.41282921183403914,0.08014579938153975
3,4.0,0.24941732097029856,0.2007762712850135,0.09614803401237429,0.1113552872565953,0.4138097718259258,0.012604036472179525
4,5.0,0.17009801096230695,0.09051764714377689,0.07571877794400485,0.2425787386488043,1.1823906385415188,0.08916867237923659
5,6.0,0.48018514947650853,0.44818907220551785,0.06565905201197347,0.44080734012844025,0.27781317067165523,0.0266980769230764
6,7.0,0.4314317249963563,0.45156517925002626,0.0437162568286807,0.3504917180825351,0.30680473995408913,0.07568767958509735
7,8.0,0.3202082655606093,0.3047038635207085,0.05291502622129382,0.26633312473918036,0.41701028210179203,0.0
8,9.0,0.1599999999999966,0.46000000000000124,0.030000000000001133,0.23999999999999486,0.32624345028905566,0.030181730769229115
9,10.0,0.19366666666666504,0.30550504633038905,0.07512951779723243,0.18773503787104542,0.037450843885138134,0.14211764908872898
10,11.0,0.48535222032847436,0.4303643159515413,0.058386642307977875,0.48055523442507353,0.30814393633026427,0.1073444084725673
11,12.0,0.20306019906531475,0.116505126258226,0.08140502305003922,0.22696059374065858,0.28777789753563277,0.12072989635347486
12,13.0,0.32527720485764156,0.27975428504314603,0.044542114902639485,0.24078205913231726,0.10825621328725837,0.08414229508104194
13,14.0,0.6753861562099127,0.6615373458845656,0.09120339905946603,0.5423061865772872,0.38583379345340796,0.08273582932304578
14,15.0,0.5274467850988441,0.6481083585670303,0.23786083699881774,0.3907174312864894,0.15423234923279966,0.0
15,16.0,0.0703807107412554,0.31024739232497184,0.3292415526630867,0.5436093368505701,0.5517930024884652,0.0
16,17.0,0.4409082797035131,0.4850200454047712,0.0266666666666661,0.4779121258139435,0.4063522083765862,0.0
17,18.0,0.3543269147270654,0.34150402633058147,0.10144785195688862,0.2796873254189377,0.23790963859216932,0.46968840287532815
18,19.0,0.8798258034659148,0.6360642874566852,0.08666666666666363,0.5238744548500613,0.15315885868073906,0.0
19,20.0,0.3100537587795595,0.30523597428874183,0.08110350040397687,0.33112602501834143,0.8379388289767983,0.29952761019887464
20,21.0,0.6414241966125066,0.5187774892314972,0.142214626533278,0.6811822290449667,0.6152941541569884,0.5564844542640169
21,22.0,0.14750706197783636,0.1873276986103932,0.0544671154612256,0.16822603841260783,0.622336481883713,0.303954080358356
22,23.0,0.11718930554164725,0.10392304845413249,0.04618802153517318,0.17676098111417657,0.5612754317037741,0.10485411182691827
23,24.0,0.7208513918739875,0.7180877818902125,0.1135414755350082,0.5530144663568962,0.1836545154483287,0.0
24,25.0,0.25806975801127896,0.3650948221581147,0.08381527307120012,0.16852299546352795,0.7233027010476206,0.0
25,26.0,0.4216150376824826,0.38078660690733596,0.11956588142108132,0.3062417345823398,0.2697319441506162,0.0
26,27.0,0.5971878543082857,0.7119632481151389,0.26501572280401237,0.33139110202296956,0.679337960850423,0.0
27,28.0,0.7341510592362996,0.8426440529666144,0.1104239305786769,0.6764614631382215,0.43613540918729155,0.28461540917846434
28,40.0,1.5632601617559783,1.5242594194485974,0.1507020607394297,1.42070878241969,1.3376380375469061,0.1561423076923074
29,41.0,0.4645022425493046,0.42187689094226377,0.08544068767929518,0.4406056437828909,0.41739180888585176,0.45290137281691195
30,101.0,0.0,0.0,0.0,0.0,0.0,0.0
31,102.0,0.0,0.0,0.0,0.0,0.0,0.0
32,103.0,0.0,0.0,0.0,0.0,0.0,0.0
33,104.0,0.0,0.0,0.0,0.0,0.0,0.0
34,109.0,0.0,0.0,0.0,0.0,0.0,0.0
35,110.0,0.22999999999999685,0.15049999999999383,0.05000000000000426,0.20000000000000284,0.1508899698298407,0.029715865384616454
36,111.0,0.6089609547782573,0.4940176560047684,0.13920408678547513,0.4908496035786708,1.426938373890298,0.14326090761832877
37,112.0,0.3304542328371705,0.3154538177152271,0.09261629326299664,0.30849113079273355,1.6656011122089576,0.032467307692306935
38,113.0,0.33370995390208824,0.27055498516937687,0.052915026221289345,0.29672284112357206,0.357349515326984,0.007309109933349491
39,114.0,0.20827332469084425,0.13482498944105098,0.023094010767588644,0.173717522943937,0.5566653118247505,0.15410875514863343
40,115.0,0.2862011724488716,0.19877402021167354,0.07333333333333296,0.17524585904127268,0.4861290450779926,0.0
41,116.0,0.30000000000000426,0.5600000000000085,0.22999999999999685,0.8305000000000006,0.8019435153583885,0.0
42,117.0,0.0799999999999983,0.17000000000000082,0.03999999999999915,0.07000000000000738,0.18019351535843953,0.0
