,sample,DSC_Crystallinity,DSC_fPP
0,1.0,69.512426109215,0.0
1,2.0,67.29912018878268,0.4940865384615347
2,3.0,69.62684106442912,0.18709500000000095
3,4.0,65.62188144839077,1.3497951923076899
4,5.0,66.27007167078108,0.43938846153846084
5,6.0,66.75658839978911,0.026698076923076398
6,7.0,67.95443538789563,0.3756788461538472
7,8.0,63.3424249146758,0.0
8,9.0,66.55716337545046,0.4829163461538426
9,10.0,63.339108989416445,1.7673942307692243
10,11.0,66.27550032428131,0.7877076923076908
11,12.0,70.73045368992466,0.21784807692307717
12,13.0,65.13562205329792,1.1889761538461514
13,14.0,67.11543102261955,0.6488048076923052
14,15.0,72.94556450511938,0.0
15,16.0,67.08050819112631,0.0
16,17.0,69.63916040955655,0.0
17,18.0,62.765389198898234,4.931948076923078
18,19.0,72.57940750853238,0.0
19,20.0,64.74667982380053,4.947236538461542
20,21.0,61.733105510577225,4.076517548076932
21,22.0,63.68144721589654,4.416894951923083
22,23.0,58.99813321807171,9.339458653846146
23,24.0,68.50789453924901,0.0
24,25.0,74.9547440273038,0.0
25,26.0,73.6048183617748,0.0
26,27.0,75.25828003412951,0.0
27,28.0,72.68375809487245,2.2905990384615307
28,40.0,64.93002872942493,0.15614230769230744
29,41.0,63.246160995813085,3.641182692307693
30,101.0,75.32650034129719,0.0
31,102.0,70.686493805741,0.2045019230769213
32,103.0,70.38345358361772,0.0
33,104.0,69.62852196909948,1.4320326923076905
34,109.0,64.41818395904448,0.0
35,110.0,65.44081180873226,1.6985552884615354
36,111.0,65.93016054752394,0.7248942307692311
37,112.0,71.7812215711845,0.032467307692306935
38,113.0,66.89563093924981,1.2907846153846105
39,114.0,69.4219689964937,0.3258730769230747
40,115.0,77.16832320819115,0.0
41,116.0,69.30380631399312,0.0
42,117.0,72.04302696245762,0.0
43,118.0,64.17249665454862,4.659434134615382
44,119.0,74.33477559726973,0.0
45,120.0,65.4206503441073,4.5131182692307705
46,121.0,65.95579809909405,4.522757692307699
47,122.0,64.88579058257697,4.8284451923076785
48,123.0,56.24414727170479,7.717271394230757
49,124.0,70.43104530716708,0.0
