,sample,ESCR_90%Failure,ESCR_75%Failure,ESCR_50%Failure
0,13.0,0.0,0.0,0.0
1,18.0,0.0,0.0,0.0
2,20.0,0.0,0.0,0.0
3,3.0,0.0,0.0,0.0
4,17.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0
6,15.0,0.0,0.0,0.0
7,12.0,0.0,0.0,0.0
8,6.0,0.0,0.0,0.0
9,9.0,0.0,0.0,0.0
10,8.0,0.0,0.0,0.0
11,24.0,0.0,0.0,0.0
