1032.0000,20.6170,0.6415,225.3420,6.2578,0.5012,0.6169
1033.0000,20.6370,0.6579,232.4390,6.4549,0.5169,0.6326
1034.0000,20.6570,0.6746,239.4244,6.6489,0.5329,0.6486
1035.0000,20.6770,0.6910,246.3043,6.8400,0.5487,0.6644
1036.0000,20.6970,0.7073,253.1001,7.0287,0.5644,0.6801
1037.0000,20.7170,0.7240,259.7388,7.2130,0.5804,0.6961
1038.0000,20.7370,0.7405,266.3557,7.3968,0.5963,0.7120
1039.0000,20.7570,0.7570,272.9278,7.5793,0.6122,0.7279
1040.0000,20.7770,0.7736,279.3909,7.7588,0.6281,0.7438
1041.0000,20.7970,0.7901,285.8007,7.9368,0.6440,0.7597
1042.0000,20.8170,0.8069,292.1050,8.1119,0.6602,0.7759
1043.0000,20.8370,0.8235,298.3332,8.2848,0.6762,0.7919
1044.0000,20.8570,0.8400,304.5009,8.4561,0.6920,0.8077
1045.0000,20.8770,0.8566,310.5087,8.6229,0.7079,0.8236
1046.0000,20.8970,0.8730,316.4174,8.7870,0.7237,0.8394
1047.0000,20.9170,0.8898,322.2776,8.9498,0.7399,0.8556
1048.0000,20.9370,0.9064,328.1074,9.1117,0.7558,0.8715
1049.0000,20.9570,0.9227,333.7867,9.2694,0.7716,0.8873
1050.0000,20.9770,0.9396,339.4011,9.4253,0.7878,0.9035
1051.0000,20.9970,0.9563,345.0005,9.5808,0.8038,0.9195
1052.0000,21.0170,0.9730,350.5467,9.7348,0.8199,0.9356
1053.0000,21.0370,0.9896,356.0006,9.8863,0.8358,0.9515
1054.0000,21.0570,1.0061,361.3142,10.0338,0.8517,0.9674
1055.0000,21.0770,1.0229,366.4666,10.1769,0.8679,0.9836
1056.0000,21.0970,1.0396,371.6369,10.3205,0.8839,0.9996
1057.0000,21.1170,1.0561,376.7941,10.4637,0.8998,1.0155
1058.0000,21.1370,1.0727,381.8574,10.6043,0.9158,1.0315
1059.0000,21.1570,1.0893,386.8233,10.7422,0.9317,1.0474
1060.0000,21.1770,1.1063,391.7079,10.8779,0.9481,1.0638
1061.0000,21.1970,1.1230,396.5774,11.0131,0.9641,1.0798
1062.0000,21.2170,1.1394,401.3760,11.1464,0.9799,1.0956
1063.0000,21.2370,1.1561,406.0450,11.2760,0.9959,1.1116
1064.0000,21.2570,1.1728,410.6331,11.4034,1.0120,1.1277
1065.0000,21.2770,1.1896,415.2269,11.5310,1.0281,1.1438
1066.0000,21.2970,1.2062,419.7490,11.6566,1.0441,1.1598
1067.0000,21.3170,1.2227,424.1756,11.7795,1.0599,1.1756
1068.0000,21.3370,1.2393,428.5488,11.9010,1.0760,1.1917
1069.0000,21.3570,1.2562,432.8493,12.0204,1.0921,1.2078
1070.0000,21.3770,1.2728,437.1545,12.1399,1.1082,1.2239
1071.0000,21.3970,1.2895,441.3896,12.2576,1.1242,1.2399
1072.0000,21.4170,1.3060,445.5498,12.3731,1.1401,1.2558
1073.0000,21.4370,1.3228,449.6584,12.4872,1.1562,1.2719
1074.0000,21.4570,1.3395,453.6931,12.5992,1.1723,1.2880
1075.0000,21.4770,1.3559,457.7318,12.7114,1.1881,1.3038
1076.0000,21.4970,1.3727,461.7050,12.8217,1.2042,1.3199
1077.0000,21.5170,1.3893,465.5703,12.9291,1.2202,1.3359
1078.0000,21.5370,1.4060,469.4194,13.0360,1.2362,1.3519
1079.0000,21.5570,1.4228,473.2327,13.1418,1.2524,1.3681
1080.0000,21.5770,1.4393,477.0243,13.2471,1.2682,1.3839
1081.0000,21.5970,1.4560,480.7530,13.3507,1.2843,1.4000
1082.0000,21.6170,1.4727,484.4366,13.4530,1.3004,1.4161
1083.0000,21.6370,1.4893,488.0639,13.5537,1.3163,1.4320
1084.0000,21.6570,1.5060,491.6753,13.6540,1.3324,1.4481
1085.0000,21.6770,1.5225,495.2917,13.7544,1.3482,1.4639
1086.0000,21.6970,1.5392,498.8294,13.8527,1.3643,1.4800
1087.0000,21.7170,1.5560,502.3008,13.9491,1.3804,1.4961
1088.0000,21.7370,1.5724,505.7509,14.0449,1.3963,1.5120
1089.0000,21.7570,1.5893,509.2096,14.1409,1.4125,1.5282
1090.0000,21.7770,1.6060,512.6378,14.2361,1.4285,1.5442
1091.0000,21.7970,1.6227,516.0417,14.3307,1.4446,1.5603
1092.0000,21.8170,1.6395,519.3956,14.4238,1.4607,1.5764
1093.0000,21.8370,1.6559,522.7091,14.5158,1.4765,1.5922
1094.0000,21.8570,1.6727,525.9713,14.6064,1.4927,1.6084
1095.0000,21.8770,1.6895,529.1893,14.6958,1.5088,1.6245
1096.0000,21.8970,1.7061,532.4105,14.7852,1.5248,1.6405
1097.0000,21.9170,1.7227,535.6192,14.8743,1.5407,1.6564
1098.0000,21.9370,1.7392,538.7588,14.9615,1.5566,1.6723
1099.0000,21.9570,1.7561,541.8816,15.0483,1.5728,1.6885
1100.0000,21.9770,1.7729,544.9929,15.1347,1.5891,1.7048
1101.0000,21.9970,1.7895,548.0956,15.2208,1.6049,1.7206
1102.0000,22.0170,1.8060,551.1676,15.3061,1.6209,1.7366
1103.0000,22.0370,1.8227,554.1464,15.3889,1.6369,1.7526
1104.0000,22.0570,1.8394,557.1176,15.4714,1.6530,1.7687
1105.0000,22.0770,1.8563,560.0963,15.5541,1.6692,1.7849
1106.0000,22.0970,1.8727,563.0844,15.6371,1.6850,1.8007
1107.0000,22.1170,1.8893,566.0034,15.7181,1.7009,1.8166
1108.0000,22.1370,1.9062,568.8366,15.7968,1.7172,1.8329
1109.0000,22.1570,1.9229,571.7624,15.8781,1.7333,1.8490
1110.0000,22.1770,1.9396,574.6677,15.9587,1.7493,1.8650
1111.0000,22.1970,1.9562,577.5040,16.0375,1.7652,1.8809
1112.0000,22.2170,1.9728,580.2834,16.1147,1.7813,1.8970
1113.0000,22.2370,1.9898,583.0553,16.1917,1.7975,1.9132
1114.0000,22.2570,2.0063,585.8619,16.2696,1.8134,1.9291
1115.0000,22.2770,2.0228,588.6133,16.3460,1.8293,1.9450
1116.0000,22.2970,2.0394,591.3348,16.4216,1.8453,1.9610
1117.0000,22.3170,2.0560,593.9944,16.4954,1.8613,1.9770
1118.0000,22.3370,2.0731,596.6354,16.5688,1.8776,1.9933
1119.0000,22.3570,2.0895,599.3195,16.6433,1.8934,2.0091
1120.0000,22.3770,2.1061,601.9834,16.7173,1.9094,2.0251
1121.0000,22.3970,2.1228,604.5648,16.7890,1.9255,2.0412
1122.0000,22.4170,2.1394,607.1560,16.8609,1.9415,2.0572
1123.0000,22.4370,2.1561,609.7657,16.9334,1.9575,2.0732
1124.0000,22.4570,2.1727,612.3182,17.0043,1.9734,2.0891
1125.0000,22.4770,2.1893,614.8438,17.0744,1.9894,2.1051
1126.0000,22.4970,2.2061,617.3940,17.1453,2.0056,2.1213
1127.0000,22.5170,2.2227,619.9004,17.2149,2.0215,2.1372
1128.0000,22.5370,2.2395,622.4294,17.2851,2.0376,2.1533
1129.0000,22.5570,2.2561,624.9048,17.3538,2.0537,2.1694
1130.0000,22.5770,2.2727,627.3176,17.4208,2.0696,2.1853
1131.0000,22.5970,2.2895,629.7300,17.4878,2.0857,2.2014
1132.0000,22.6170,2.3060,632.1559,17.5552,2.1016,2.2173
1133.0000,22.6370,2.3226,634.5750,17.6224,2.1176,2.2333
1134.0000,22.6570,2.3395,636.9451,17.6882,2.1338,2.2495
1135.0000,22.6770,2.3560,639.2935,17.7534,2.1497,2.2654
1136.0000,22.6970,2.3727,641.6605,17.8191,2.1657,2.2814
1137.0000,22.7170,2.3893,644.0106,17.8844,2.1817,2.2974
1138.0000,22.7370,2.4060,646.3130,17.9484,2.1977,2.3134
1139.0000,22.7570,2.4228,648.6036,18.0120,2.2139,2.3296
1140.0000,22.7770,2.4395,650.8911,18.0755,2.2300,2.3457
1141.0000,22.7970,2.4560,653.2014,18.1396,2.2459,2.3616
1142.0000,22.8170,2.4727,655.4586,18.2023,2.2619,2.3776
1143.0000,22.8370,2.4893,657.6863,18.2642,2.2778,2.3935
1144.0000,22.8570,2.5061,659.8949,18.3255,2.2940,2.4097
1145.0000,22.8770,2.5228,662.1616,18.3885,2.3100,2.4257
1146.0000,22.8970,2.5392,664.3777,18.4500,2.3259,2.4416
1147.0000,22.9170,2.5561,666.4943,18.5088,2.3421,2.4578
1148.0000,22.9370,2.5727,668.6429,18.5685,2.3581,2.4738
1149.0000,22.9570,2.5895,670.8399,18.6295,2.3742,2.4899
1150.0000,22.9770,2.6061,673.0029,18.6895,2.3902,2.5059
1151.0000,22.9970,2.6227,675.1389,18.7489,2.4061,2.5218
1152.0000,23.0170,2.6396,677.2228,18.8067,2.4224,2.5381
1153.0000,23.0370,2.6562,679.3121,18.8647,2.4383,2.5540
1154.0000,23.0570,2.6728,681.4200,18.9233,2.4543,2.5700
1155.0000,23.0770,2.6894,683.4922,18.9808,2.4702,2.5859
1156.0000,23.0970,2.7059,685.5129,19.0369,2.4862,2.6019
1157.0000,23.1170,2.7228,687.5701,19.0941,2.5024,2.6181
1158.0000,23.1370,2.7395,689.5809,19.1499,2.5185,2.6342
1159.0000,23.1570,2.7560,691.6046,19.2061,2.5343,2.6500
1160.0000,23.1770,2.7727,693.5685,19.2607,2.5504,2.6661
1161.0000,23.1970,2.7893,695.5296,19.3151,2.5663,2.6820
1162.0000,23.2170,2.8061,697.4989,19.3698,2.5825,2.6982
1163.0000,23.2370,2.8227,699.4774,19.4247,2.5984,2.7141
1164.0000,23.2570,2.8392,701.3928,19.4779,2.6143,2.7300
1165.0000,23.2770,2.8559,703.2695,19.5301,2.6304,2.7461
1166.0000,23.2970,2.8726,705.1704,19.5828,2.6464,2.7621
1167.0000,23.3170,2.8893,707.1215,19.6370,2.6625,2.7782
1168.0000,23.3370,2.9060,709.0433,19.6904,2.6786,2.7943
1169.0000,23.3570,2.9225,710.9383,19.7430,2.6944,2.8101
1170.0000,23.3770,2.9393,712.8114,19.7950,2.7106,2.8263
1171.0000,23.3970,2.9560,714.6365,19.8457,2.7266,2.8423
1172.0000,23.4170,2.9725,716.5275,19.8982,2.7424,2.8581
1173.0000,23.4370,2.9892,718.3520,19.9489,2.7586,2.8743
1174.0000,23.4570,3.0058,720.1447,19.9987,2.7745,2.8902
1175.0000,23.4770,3.0226,721.9609,20.0491,2.7906,2.9063
1176.0000,23.4970,3.0394,723.7898,20.0999,2.8068,2.9225
1177.0000,23.5170,3.0558,725.5743,20.1495,2.8226,2.9383
1178.0000,23.5370,3.0726,727.3234,20.1980,2.8387,2.9544
1179.0000,23.5570,3.0893,729.0714,20.2466,2.8548,2.9705
1180.0000,23.5770,3.1060,730.8339,20.2955,2.8708,2.9865
1181.0000,23.5970,3.1228,732.6098,20.3448,2.8870,3.0027
1182.0000,23.6170,3.1393,734.3701,20.3937,2.9029,3.0186
1183.0000,23.6370,3.1561,736.0768,20.4411,2.9190,3.0347
1184.0000,23.6570,3.1728,737.7717,20.4882,2.9350,3.0507
1185.0000,23.6770,3.1893,739.4426,20.5346,2.9509,3.0666
1186.0000,23.6970,3.2062,741.1287,20.5814,2.9672,3.0829
1187.0000,23.7170,3.2228,742.8147,20.6282,2.9831,3.0988
1188.0000,23.7370,3.2395,744.5175,20.6755,2.9992,3.1149
1189.0000,23.7570,3.2563,746.1680,20.7214,3.0153,3.1310
1190.0000,23.7770,3.2727,747.7898,20.7664,3.0312,3.1469
1191.0000,23.7970,3.2895,749.4029,20.8112,3.0473,3.1630
1192.0000,23.8170,3.3062,751.0151,20.8560,3.0634,3.1791
1193.0000,23.8370,3.3228,752.6381,20.9010,3.0793,3.1950
1194.0000,23.8570,3.3394,754.2410,20.9456,3.0953,3.2110
1195.0000,23.8770,3.3559,755.8431,20.9900,3.1112,3.2269
1196.0000,23.8970,3.3728,757.4091,21.0335,3.1274,3.2431
1197.0000,23.9170,3.3897,758.9966,21.0776,3.1436,3.2593
1198.0000,23.9370,3.4062,760.5909,21.1219,3.1595,3.2752
1199.0000,23.9570,3.4228,762.1322,21.1647,3.1754,3.2911
1200.0000,23.9770,3.4394,763.6575,21.2071,3.1914,3.3071
1201.0000,23.9970,3.4561,765.1740,21.2492,3.2075,3.3232
1202.0000,24.0170,3.4729,766.7397,21.2926,3.2236,3.3393
1203.0000,24.0370,3.4894,768.2602,21.3349,3.2395,3.3552
1204.0000,24.0570,3.5061,769.7560,21.3764,3.2555,3.3712
1205.0000,24.0770,3.5229,771.2098,21.4168,3.2717,3.3874
1206.0000,24.0970,3.5395,772.7493,21.4595,3.2877,3.4034
1207.0000,24.1170,3.5563,774.2653,21.5016,3.3038,3.4195
1208.0000,24.1370,3.5728,775.7196,21.5420,3.3197,3.4354
1209.0000,24.1570,3.5895,777.1508,21.5818,3.3357,3.4514
1210.0000,24.1770,3.6063,778.5862,21.6216,3.3519,3.4676
1211.0000,24.1970,3.6228,780.0276,21.6617,3.3677,3.4834
1212.0000,24.2170,3.6395,781.4957,21.7024,3.3838,3.4995
1213.0000,24.2370,3.6560,782.8779,21.7408,3.3997,3.5154
1214.0000,24.2570,3.6726,784.2189,21.7781,3.4157,3.5314
1215.0000,24.2770,3.6896,785.5831,21.8159,3.4320,3.5477
1216.0000,24.2970,3.7061,787.0291,21.8561,3.4478,3.5635
1217.0000,24.3170,3.7227,788.4435,21.8954,3.4638,3.5795
1218.0000,24.3370,3.7394,789.8004,21.9331,3.4799,3.5956
