17,6,V7.6,
17,7,V7.7,
18,0,PCR 18.0,
18,1,PCR 18.1,
18,2,PCR 18.2,
18,3,PCR 18.3,
18,4,PCR 18.4,
18,5,PCR 18.5,
18,6,PCR 18.6,
19,0,V8.0,
19,1,V8.1,
19,2,V8.2,
19,3,V8.3,
19,4,V8.4,
19,5,V8.5,
19,6,V8.6,
19,7,V8.7,
20,0,PCR 20.0,
20,1,PCR 20.1,
20,2,PCR 20.2,
20,3,PCR 20.3,
20,4,PCR 20.4,
20,5,PCR 20.5,
20,6,PCR 20.6,
20,7,PCR 20.7,
21,0,PCR 21.0,
21,1,PCR 21.1,
21,2,PCR 21.2,
21,3,PCR 21.3,
21,4,PCR 21.4,
21,5,PCR 21.5,
21,6,PCR 21.6,
21,7,PCR 21.7,
22,0,PCR 22.0,
22,1,PCR 22.1,
22,2,PCR 22.2,
22,3,PCR 22.3,
22,4,PCR 22.4,
22,5,PCR 22.5,
22,6,PCR 22.6,
22,7,PCR 22.7,
23,0,PCR 23.0,
23,1,PCR 23.1,
23,2,PCR 23.2,
23,3,PCR 23.3,
23,4,PCR 23.4,
23,5,PCR 23.5,
23,6,PCR 23.6,
23,7,PCR 23.7,
40,0,PCR5M.0,m
40,1,PCR5M.1,m
40,2,PCR5M.2,mn
41,0,PCR20M.0,m
41,1,PCR20M.1,m
41,2,PCR20M.2,m
41,3,PCR20M.3,ma
41,4,PCR20M.4,ma
41,5,PCR20M.5,ma
50,0,NAE1.0,a
50,1,NAE1.1,a
50,2,NAE1.2,a
51,0,NAE3.0,a
51,1,NAE3.1,a
51,2,NAE3.2,a
52,0,NAE5.0,a
52,1,NAE5.1,a
52,2,NAE5.2,a
53,0,ICE1.0,a
53,1,ICE1.1,a
53,2,ICE1.2,a
54,0,ICE3.0,a
54,1,ICE3.1,a
54,2,ICE3.2,a
55,0,ICE5.0,a
55,1,ICE5.1,a
55,2,ICE5.2,a
56,0,Acc1.0,a
56,1,Acc1.1,a
56,2,Acc1.2,a
57,0,Acc3.0,a
57,1,Acc3.1,a
57,2,Acc3.2,a
58,0,Acc5.0,a
58,1,Acc5.1,a
58,2,Acc5.2,a
59,0,TC1.0,a
59,1,TC1.1,a
59,2,TC1.2,a
60,0,TC3.0,a
60,1,TC3.1,a
60,2,TC3.2,a
61,0,TC5.0,a
61,1,TC5.1,a
61,2,TC5.2,a
62,0,1010_1.0,a
62,1,1010_1.1,a
62,2,1010_1.2,a
63,0,1010_3.0,a
63,1,1010_3.1,a
63,2,1010_3.2,a
64,0,1010_5.0,a
64,1,1010_5.1,a
64,2,1010_5.2,a
65,0,II1.0,a
65,1,II1.1,a
65,2,II1.2,a
66,0,II3.0,a
66,1,II3.1,a
66,2,II3.2,a
67,0,II5.0,a
67,1,II5.1,a
67,2,II5.2,a
68,0,VM1.0,a
68,1,VM1.1,a
68,2,VM1.2,a
69,0,VM3.0,a
69,1,VM3.1,a
69,2,VM3.2,a
70,0,VM5.0,a
70,1,VM5.1,a
70,2,VM5.2,a
301,0,PCR 1.0,e
301,1,PCR 1.1,e
301,2,PCR 1.2,e
301,3,PCR 1.3,e
301,4,PCR 1.4,e
303,0,PCR 3.0,e
303,1,PCR 3.1,e
303,2,PCR 3.2,e
303,3,PCR 3.3,e
303,4,PCR 3.4,e
306,0,PCR 6.0,e
306,1,PCR 6.1,e
306,2,PCR 6.2,e
306,3,PCR 6.3,e
306,4,PCR 6.4,e
308,0,PCR 8.0,e
308,1,PCR 8.1,e
308,2,PCR 8.2,e
308,3,PCR 8.3,e
308,4,PCR 8.4,e
308,5,PCR 8.5,e
308,6,PCR 8.6,e
308,7,PCR 8.7,e
308,8,PCR 8.8,e
308,9,PCR 8.9,e
308,10,PCR 8.10,e
308,11,PCR 8.11,e
308,12,PCR 8.12,e
308,13,PCR 8.13,e
308,14,PCR 8.14,e
308,15,PCR 8.15,e
308,16,PCR 8.16,e
308,17,PCR 8.17,e
308,18,PCR 8.18,e
308,19,PCR 8.19,e
309,0,PCR 9.0,e
309,1,PCR 9.1,e
309,2,PCR 9.2,e
309,3,PCR 9.3,e
309,4,PCR 9.4,e
312,0,PCR 12.0,e
312,1,PCR 12.1,e
312,2,PCR 12.2,e
312,3,PCR 12.3,e
312,4,PCR 12.4,e
313,0,PCR 13.0,e
313,1,PCR 13.1,e
313,2,PCR 13.2,e
313,3,PCR 13.3,e
313,4,PCR 13.4,e
315,0,PCR 15.0,e
315,1,PCR 15.1,e
315,2,PCR 15.2,e
315,3,PCR 15.3,e
315,4,PCR 15.4,e
318,0,PCR 18.0,e
318,1,PCR 18.1,e
318,2,PCR 18.2,e
318,3,PCR 18.3,e
318,4,PCR 18.4,e
320,0,PCR 20.0,e
320,1,PCR 20.1,e
320,2,PCR 20.2,e
320,3,PCR 20.3,e
320,4,PCR 20.4,e
324,0,V1.0,e
324,1,V1.1,e
324,2,V1.2,e
324,3,V1.3,e
324,4,V1.4,e
325,0,V2.0,e
325,1,V2.1,e
325,2,V2.2,e
325,3,V2.3,e
325,4,V2.4,e
401,0,U1.0,u
401,1,U1.1,u
401,2,U1.2,u
401,3,U1.3,u
401,4,U1.4,u
401,5,U1.5,u
401,6,U1.6,u
401,7,U1.7,u
402,0,U2.0,u
402,1,U2.1,u
402,2,U2.2,u
402,3,U2.3,u
402,4,U2.4,u
402,6,U2.6,u
402,7,U2.7,u
403,0,U3.0,u
403,1,U3.1,u
403,2,U3.2,u
403,3,U3.3,u
403,4,U3.4,u
403,5,U3.5,u
403,6,U3.6,u
403,7,U3.7,u
404,0,U4.0,u
404,1,U4.1,u
404,2,U4.2,u
404,3,U4.3,u
404,4,U4.4,u
404,5,U4.5,u
404,6,U4.6,u
404,7,U4.7,u
405,0,U5.0,u
405,1,U5.1,u
405,2,U5.2,u
405,3,U5.3,u
405,4,U5.4,u
405,5,U5.5,u
405,6,U5.6,u
405,7,U5.7,u
406,0,U6.0,u
406,1,U6.1,u
406,2,U6.2,u
406,3,U6.3,u
406,4,U6.4,u
406,5,U6.5,nu
406,6,U6.6,u
406,7,U6.7,u
407,0,U7.0,u
407,1,U7.1,u
407,2,U7.2,u
407,3,U7.3,u
407,4,U7.4,u
407,5,U7.5,u
407,6,U7.6,u
407,7,U7.7,u
408,0,U8.0,u
408,1,U8.1,u
408,2,U8.2,u
408,3,U8.3,u
408,4,U8.4,u
408,5,U8.5,u
408,6,U8.6,u
408,7,U8.7,u
409,0,U9.0,u
409,1,U9.1,u
409,2,U9.2,u
409,3,U9.3,u
409,4,U9.4,u
409,5,U9.5,u
409,6,U9.6,u
409,7,U9.7,u
410,0,U10.0,u
410,1,U10.1,u
410,2,U10.2,u
410,3,U10.3,u
410,4,U10.4,u
410,5,U10.5,u
410,6,U10.6,u
410,7,U10.7,u
411,0,U11.0,u
411,1,U11.1,u
411,2,U11.2,u
411,3,U11.3,u
411,4,U11.4,u
411,5,U11.5,u
411,6,U11.6,u
411,7,U11.7,u
412,0,U12.0,u
412,1,U12.1,u
412,2,U12.2,u
412,3,U12.3,u
412,4,U12.4,u
412,5,U12.5,u
412,6,U12.6,u
412,7,U12.7,u
413,0,U13.0,u
413,1,U13.1,u
413,2,U13.2,u
413,4,U13.4,u
413,5,U13.5,u
413,6,U13.6,u
413,7,U13.7,u
414,0,U14.0,u
414,1,U14.1,u
414,2,U14.2,u
414,3,U14.3,u
414,4,U14.4,u
414,5,U14.5,u
414,6,U14.6,u
414,7,U14.7,u
415,0,U15.0,u
415,1,U15.1,u
415,2,U15.2,u
415,3,U15.3,u
415,4,U15.4,u
415,5,U15.5,u
415,6,U15.6,u
415,7,U15.7,u
416,0,U16.0,u
416,1,U16.1,u
416,2,U16.2,u
416,3,U16.3,u
416,4,U16.4,u
416,5,U16.5,u
416,6,U16.6,u
416,7,U16.7,u
500,0,B0.0,b
500,1,B0.1,b
500,2,B0.2,b
500,3,B0.3,b
500,4,B0.4,b
500,5,B0.5,b
500,6,B0.6,b
500,7,B0.7,b
502,0,B2.0,b
502,1,B2.1,b
502,2,B2.2,b
502,3,B2.3,b
502,4,B2.4,b
502,5,B2.5,b
502,6,B2.6,b
502,7,B2.7,b
502,8,B2.8,b
502,9,B2.9,bd
504,0,B4.0,b
504,1,B4.1,b
504,2,B4.2,b
504,3,B4.3,b
504,4,B4.4,b
504,5,B4.5,b
504,6,B4.6,b
504,7,B4.7,b
504,8,B4.8,b
504,9,B4.9,b
506,0,B6.0,bd
506,1,B6.1,bd
506,2,B6.2,b
506,3,B6.3,b
506,4,B6.4,b
506,5,B6.5,b
506,6,B6.6,b
506,7,B6.7,b
506,8,B6.8,b
506,9,B6.9,bd
508,0,B8.0,b
508,1,B8.1,b
508,2,B8.2,b
508,3,B8.3,b
508,4,B8.4,bd
508,5,B8.5,b
508,6,B8.6,b
508,7,B8.7,bd
508,8,B8.8,b
508,9,B8.9,b
510,0,B10.0,b
510,1,B10.1,b
510,2,B10.2,b
510,3,B10.3,b
510,4,B10.4,b
510,5,B10.5,b
510,6,B10.6,b
510,7,B10.7,b
510,8,B10.8,b
510,9,B10.9,bd
512,0,B12.0,b
512,1,B12.1,b
512,2,B12.2,b
512,3,B12.3,bd
512,4,B12.4,bd
512,5,B12.5,b
512,6,B12.6,b
512,7,B12.7,b
512,8,B12.8,b
512,9,B12.9,bd
514,0,B14.0,bd
514,1,B14.1,b
514,2,B14.2,bd
514,3,B14.3,b
514,4,B14.4,b
514,5,B14.5,b
514,6,B14.6,b
514,7,B14.7,b
514,8,B14.8,b
514,9,B14.9,b
516,0,B16.0,b
516,1,B16.1,b
516,2,B16.2,bd
516,3,B16.3,b
516,4,B16.4,b
516,5,B16.5,b
516,6,B16.6,b
516,7,B16.7,b
516,8,B16.8,b
516,9,B16.9,b
518,0,B100.0,b
518,1,B100.1,b
518,2,B100.2,b
518,3,B100.3,b
518,4,B100.4,b
518,5,B100.5,b
518,6,B100.6,b
518,7,B100.7,b
518,8,B100.8,b
518,9,B100.9,b
601,0,BA.0,t
601,1,BA.1,t
601,2,BA.2,t
602,0,BB.0,t
602,1,BB.1,t
602,2,BB.2,t
603,0,BC.0,t
603,1,BC.1,t
603,2,BC.2,t
604,0,BD.0,t
604,1,BD.1,t
604,2,BD.2,t
605,0,BE.0,t
605,1,BE.1,t
605,2,BE.2,t
701,0,T1.0,v
701,1,T1.1,v
701,2,T1.2,v
701,3,T1.3,v
701,4,T1.4,v
701,5,T1.5,v
701,6,T1.6,v
701,7,T1.7,v
701,8,T1.8,v
701,9,T1.9,v
702,0,T2.0,v
702,1,T2.1,v
702,2,T2.2,v
702,3,T2.3,v
702,4,T2.4,v
702,5,T2.5,v
702,6,T2.6,v
702,7,T2.7,v
702,8,T2.8,v
702,9,T2.9,v
703,0,T3.0,v
703,1,T3.1,v
703,2,T3.2,v
703,3,T3.3,v
703,4,T3.4,v
703,5,T3.5,v
703,6,T3.6,v
703,7,T3.7,v
703,8,T3.8,v
703,9,T3.9,v
704,0,T4.0,v
704,1,T4.1,v
704,2,T4.2,v
704,3,T4.3,v
704,4,T4.4,v
704,5,T4.5,v
704,6,T4.6,v
704,7,T4.7,v
704,8,T4.8,v
704,9,T4.9,v
705,0,T5.0,v
705,1,T5.1,v
705,2,T5.2,v
705,3,T5.3,v
705,4,T5.4,v
705,5,T5.5,v
705,6,T5.6,v
705,7,T5.7,v
705,8,T5.8,v
705,9,T5.9,v
706,0,T6.0,v
706,1,T6.1,v
706,2,T6.2,v
706,3,T6.3,v
706,4,T6.4,v
706,5,T6.5,v
706,6,T6.6,v
706,7,T6.7,v
706,8,T6.8,v
706,9,T6.9,v
707,0,T7.0,v
707,1,T7.1,v
707,2,T7.2,v
707,3,T7.3,v
707,4,T7.4,v
707,5,T7.5,v
707,6,T7.6,v
707,7,T7.7,v
707,8,T7.8,v
707,9,T7.9,v
707,10,T7.10,v
708,0,T8.0,v
708,1,T8.1,v
708,2,T8.2,v
708,3,T8.3,v
708,4,T8.4,v
708,5,T8.5,v
708,6,T8.6,v
708,7,T8.7,v
708,8,T8.8,v
708,9,T8.9,v
709,0,T9.0,v
709,1,T9.1,v
709,2,T9.2,v
709,3,T9.3,v
709,4,T9.4,v
709,5,T9.5,v
709,6,T9.6,v
709,7,T9.7,v
709,8,T9.8,v
709,9,T9.9,v
710,0,T10.0,v
710,1,T10.1,v
710,2,T10.2,v
710,3,T10.3,v
710,4,T10.4,v
710,5,T10.5,v
710,6,T10.6,v
710,7,T10.7,v
710,8,T10.8,v
710,9,T10.9,v
711,0,T11.0,v
711,1,T11.1,v
711,2,T11.2,v
711,3,T11.3,v
711,4,T11.4,v
711,5,T11.5,v
711,6,T11.6,v
711,7,T11.7,v
711,8,T11.8,v
711,9,T11.9,v
712,0,T12.0,v
712,1,T12.1,v
712,2,T12.2,v
712,3,T12.3,v
712,4,T12.4,v
712,5,T12.5,v
712,6,T12.6,v
712,7,T12.7,v
712,8,T12.8,v
712,9,T12.9,v
