,sample,TGA_Residue,TGA_Temp_160-180,TGA_Temp_300-320,TGA_Temp_380-400,TGA_Temp_460-480,TGA_Temp_480-500
0,1.0,0.009372453137734313,0.4316063299352916,0.39365857394710585,0.48154300022177116,0.4910164345440404,0.4196933140167858
1,2.0,0.44824775876120615,0.7175373943283693,0.5709836358574583,0.5879796051590586,0.22168974435697172,0.3995208502858707
2,3.0,0.45784659965589064,0.3025507623366735,0.24199024788722742,0.28657725330728573,0.48597365525973163,0.39033159060217554
3,4.0,0.9975550122249389,0.1634511164174446,0.9224426233692625,0.3790151308564753,0.4478180934423291,0.20836099454018245
4,5.0,0.2967943493615865,0.8380663342794469,0.583977942866246,0.40428142896161173,0.5754384903059964,0.25841878047027844
5,6.0,0.02879652268405325,0.5952742250221512,0.5044037680953053,0.4978555668501457,0.6570223238243937,0.050140928870938
6,7.0,0.003531649008421624,0.9852590505057309,0.6411120471794269,0.7671864541219074,0.49675195498891156,0.06101162980746203
7,8.0,0.19750067916327088,0.34532841968959366,0.5015700390568281,0.8876961598535957,0.5652060499746312,0.026992149516541688
8,9.0,0.48274925292040205,0.9815738131403811,0.6003676189034419,0.7753427374356632,0.24944163068743802,0.020578993437389382
9,10.0,0.2648736756316218,0.9306308259380032,0.810829440143907,1.0,0.41189581819961574,0.16904266473839613
10,11.0,0.2616136919315403,0.536743984395411,0.9122309872116333,0.5772615712610274,0.2937355911755913,0.04521988600088593
11,12.0,0.07280630263515349,0.3151961846984256,0.5330474075233599,0.2599350472290704,0.5869580479663968,0.4607609904480958
12,13.0,0.24314045096441184,0.543464123143168,0.7129509075616353,0.9958598805106558,0.3866511945905687,0.374734165547421
13,14.0,0.2165172507470796,0.7912421417960288,0.9656889025071856,0.37662691821378186,0.548254343491636,0.3299679023392807
14,15.0,0.011138277641945126,0.19466724474051827,0.26460902198138625,0.2626620720428521,0.6590200670233675,0.29713535923162787
15,16.0,0.011953273566965497,0.1714719271668765,0.30022210308746844,0.4211517961157961,0.8460276589749441,0.10485153408241045
16,17.0,0.016979081771257808,0.05831346195707942,0.02266983227401405,0.036442967995300446,0.8171311609361291,0.24475211932224
17,18.0,0.40627546862265684,0.683503143288748,0.6469326797871074,0.3742345737185599,0.3855410201782373,0.2607947254713114
18,19.0,0.006384134745992936,0.08681985693623069,0.2487937504789694,0.301584153507308,0.7434683788594689,0.38740215570023473
19,20.0,0.23770714479760935,0.8770864947024051,0.7222945546490098,0.18137194139598178,0.41898181308705496,0.4162995847144153
20,21.0,0.3302091822874219,0.75113808801811,0.5238952286138643,0.12893869152905302,0.6024385594201074,0.7102358519868612
21,22.0,0.46414017929910345,0.7355300238494038,0.5698858849685035,0.2067332721823453,0.30677543137503605,0.4180320479275789
22,23.0,0.5639771801140994,0.7929763711330867,0.6872175844370338,0.23779656395068755,0.307098780362785,0.3763022542124107
