,sample,TGA_Residue,TGA_Temp_160-180,TGA_Temp_300-320,TGA_Temp_380-400,TGA_Temp_460-480,TGA_Temp_480-500
0,1.0,0.0945,0.0013182645535338498,0.0036383501782928,0.0199644342859808,2.9466124753921683,0.7320425046806529
1,2.0,1.71,0.0019776467856885,0.004795810118692367,0.022110717619364534,2.7107275218826103,0.7003857420283627
2,3.0,1.7453333333333332,0.0010206510416344333,0.0026483603271654998,0.0160329697918829,2.9421958475554995,0.6859649842747534
3,4.0,3.7319999999999998,0.0006998749999936668,0.0070899003863386,0.017896970208601263,2.908777982734238,0.4003974876083965
4,5.0,1.1524999999999999,0.00225559714282395,0.004880628303182999,0.01840646254492025,3.0205520195374533,0.47895345723245586
5,6.0,0.166,0.0016956971428312,0.0043612210710892,0.0202933755360312,3.0920057576101705,0.15210183406138
6,7.0,0.073,0.0025950365177943,0.0052535616960192,0.0257244055360714,2.9516358281558763,0.1691612871853024
7,8.0,0.787,0.0011193000892697,0.0043427243746344,0.0281544715183084,3.011590120105292,0.1157743222865395
8,9.0,1.837,0.0025865380356684,0.0049876091960405,0.0258888761610879,2.735033514030354,0.1057101197896139
9,10.0,1.035,0.0024690590178309,0.0063613638387572,0.030419067054057,2.8773161019243587,0.3386950078804453
10,11.0,1.023,0.0015607212499707,0.0070232456244507,0.0218945895538786,2.773827585287254,0.1443792133534177
11,12.0,0.328,0.001049812499978,0.0045481876782233,0.0154957324109655,3.0306412176087134,0.7964902440747573
12,13.0,0.955,0.001576218482135,0.0057224779459873,0.0303355819648489,2.8552060508846706,0.6614878559709589
13,14.0,0.857,0.002147616428577,0.0073721833030015,0.0178488121431067,2.9967432718672966,0.5912359032043661
14,15.0,0.101,0.0007718621428268,0.0027960006247799,0.0155507225894947,3.0937554451784046,0.539711605612636
15,16.0,0.104,0.0007183716964155,0.0030284591069054,0.0187466517859471,3.2575426921935167,0.2379594995823466
16,17.0,0.1225,0.00045741830355625003,0.00121678267847185,0.0109890373215708,3.232234212399923,0.45750628776501556
17,18.0,1.5554999999999999,0.0018991608035240502,0.00529155491028115,0.01780057075922535,2.8542337245271963,0.48268204130507586
18,19.0,0.08349999999999999,0.0005231565625031501,0.00269276906228455,0.01633558241095355,3.1677179852355497,0.6813678053365182
19,20.0,0.935,0.0023455810714094498,0.00578346705313525,0.013911515357370351,2.8835222435192804,0.7267167058856047
20,21.0,1.2755,0.0020551329463969,0.00448844834786025,0.0128542041966955,3.0441995460537195,1.1879925704535794
21,22.0,1.7685,0.0020191393749638,0.0047886447317763,0.014422924018058801,2.7852482955669577,0.7294354703099468
22,23.0,2.136,0.00215161571425715,0.00555450794598165,0.0150493121431001,2.785531494981355,0.6639486664771763
23,24.0,0.07333333333333333,0.00027078497023283335,0.0010478128570626667,0.009912562916768898,3.1344835043677493,0.7758685938368727
