,TGA_Residue,TGA_Temp_40-60,TGA_Temp_60-80,TGA_Temp_80-100,TGA_Temp_100-120,TGA_Temp_120-140,TGA_Temp_140-160,TGA_Temp_160-180,TGA_Temp_180-200,TGA_Temp_200-220,TGA_Temp_220-240,TGA_Temp_240-260,TGA_Temp_260-280,TGA_Temp_280-300,TGA_Temp_300-320,TGA_Temp_320-340,TGA_Temp_340-360,TGA_Temp_360-380,TGA_Temp_380-400,TGA_Temp_400-420,TGA_Temp_420-440,TGA_Temp_440-460,TGA_Temp_460-480,TGA_Temp_480-500,TGA_Temp_500-520,TGA_Temp_520-540,TGA_Temp_540-560,TGA_Temp_560-580,TGA_Temp_580-600
10,3.737,-0.0013777539284640283,-0.000947330803569114,-0.00047191571434361106,-7.548651783302622e-05,-0.00020246383929340022,0.001064809821471507,0.0007123727678591311,0.0010993036606667297,0.0015657203571651306,0.0019081591964837052,0.002445063303370515,0.0033029100895148955,0.004892126250159553,0.007067737678020008,0.00858896598232067,0.00817354017914372,0.008983895445713883,0.016073129285979027,0.04096268393049398,0.2263525726748152,1.1278850558967364,2.944552593267179,0.4111960589442497,0.00013197642853994258,2.5495446433288475e-05,0.00020746294641289304,0.0005164077678279713,0.0008118550000974497
11,1.107,-0.00043292267855489107,-0.000387930714289698,-0.00010048205358505618,0.0002294590178343505,0.0004804141963548426,0.0020741295536729908,0.0026290304463737336,0.0034473842855837567,0.0039337974108546525,0.0040932689286968344,0.0041917513389633666,0.004404213393175494,0.004670165892974285,0.004882128035325946,0.005157578839387288,0.0056699873218725915,0.008824423927946802,0.02043485026813916,0.06359464178919359,0.2505672478515434,1.1906393477661867,3.0068079742517515,0.3567952751033517,0.00019496517854922962,0.00012997678574613866,0.00026595249999365967,0.0007148723213538397,0.0012677735715608458
12,1.198,-0.0013692554463179299,-0.0009613283035456336,-0.000463417232202582,-4.399214285811653e-05,0.0004884127677797739,0.0016402070537212471,0.0018821638392742541,0.0024835564284934526,0.0030264594643413345,0.0034738795536488854,0.003836814731791162,0.004222745803896937,0.0045956791965132485,0.004879128571040123,0.005134582946533719,0.005762470803982748,0.008088055445852345,0.016378074821701488,0.044282590984406095,0.20267680124647328,0.9947013429510345,3.034296064823155,0.6011116393615601,0.0002344581249540302,0.00014547401788548819,0.00028144973214300645,0.0007228708927839911,0.0009798250001155399
13,0.166,-0.0010738082141934118,-0.0007583645535712016,-0.00035143723219567254,-2.599535712913137e-05,0.00024895553566151875,0.0014462416965387941,0.001695697142831235,0.0024085698213664212,0.0029114800000585917,0.003294911517939954,0.0035093732139960198,0.0037833242860298446,0.004018782232195606,0.004361221071089297,0.00477064794654466,0.0059634349111633116,0.0092418493743523,0.02029337553603123,0.05897596669956193,0.25944366249425854,1.3651726755206308,3.0920057576101705,0.15210183406138003,-0.00027595071422261406,6.748794636782848e-05,8.34850892731077e-05,8.99839284704467e-06,0.00017796821425704462
14,0.073,0.0003059453571293696,-0.00022296017857235172,-8.64845535884798e-05,0.00022395999998390786,0.0005029101785024942,0.0021356185715594583,0.002595036517794339,0.003495375714184676,0.0040617745536520285,0.004317228928675915,0.0044712014282227005,0.004835636339637484,0.005132083392973999,0.005253561696019267,0.005506516517978164,0.006311872679053203,0.010501624374253124,0.025724405536071453,0.07112879616454651,0.2950867965119791,1.4218090600763276,2.9516358281558763,0.16916128718530243,0.0007443670535046983,0.0007918585715445712,0.0006953758035519017,0.000601392589238927,0.0006758792857999422
15,0.787,-0.0007933583034975164,-0.0004904124107137633,-7.398678573495675e-05,0.00023795749997552158,0.0007018746427842476,0.001609712500108451,0.001119300089269761,0.0016072129463938066,0.002059632142890335,0.002398071696471516,0.0026765219640837823,0.0030424566073867097,0.0035943580358118537,0.004342724374634474,0.005654990000079304,0.007772111875543497,0.01158743044558441,0.028154471518308456,0.1093864632186833,0.2793061149926793,1.3691624629247539,3.011590120105292,0.11577432228653954,2.4995535747324354e-06,-3.2994107147482255e-05,0.00011048026785922562,0.000309444732121031,0.0006938760714340531
16,1.837,-0.0014772361605724738,-0.0010393143749783174,-0.00048291375006438264,-1.549723212922839e-05,0.0007128726784848702,0.0019206569644720875,0.002586538035668461,0.0033424030356148295,0.003855311428671154,0.00406427410721177,0.004260739017534117,0.0044622030360353835,0.004718657232241043,0.004987609196040576,0.005362042321539569,0.006728298304056781,0.01087705732065417,0.025888876161087912,0.09074529259443559,0.3470755111531453,1.5411722414081186,2.735033514030354,0.10571011978961399,0.00010798071428448963,0.0002844491964736716,0.0017321906250303888,0.004408712588894312,0.005325048929264261
17,1.035,-0.0008738439284699854,-0.0005559007142777587,-0.00019496517858443876,0.0002384574106968803,0.0007168719642026039,0.002083127946570032,0.0024690590178309455,0.0030194607141931632,0.0034633814286389366,0.0037993214286600697,0.004061274642611203,0.004540689018174083,0.005223067142981364,0.00636136383875725,0.008861917232292495,0.012383288304495978,0.01762335240941541,0.030419067054057086,0.07109130286108054,0.2829029725833854,1.267187675978619,2.8773161019243587,0.3386950078804453,0.0007698624999029922,0.0013547580358605742,0.001463238660656082,0.0024635599997855397,0.0036093553575752037
18,1.023,-0.001189787499913185,-0.0008053561607050589,-0.00025295482145881195,0.00011198000000688819,0.00048341366064046635,0.0015332261608283842,0.0015607212499707645,0.0019976432142032262,0.002587537857190084,0.0033983930358009356,0.004329226785348706,0.005275057857529661,0.006240385446587921,0.007023245624450742,0.0077311191965961324,0.009011390536370395,0.01151944258844572,0.021894589553878616,0.07805855848711958,0.356508326421439,1.5092344456088538,2.773827585287254,0.14437921335341777,0.00046341723212261587,0.0005224066965242939,0.0015662202678560925,0.001927655714145624,0.0019896446432078425
19,0.328,-0.0011013033035104883,-0.000806855892853025,-0.0004624174107707205,-0.00017946794641504705,-0.00015747187500293907,0.00104481339289855,0.0010498124999780139,0.0015117299999379055,0.001978646607152198,0.0023985716071973973,0.0028309943747663303,0.0033039099109468777,0.0038823066072572153,0.004548187678223365,0.005265059642945904,0.006210390804041,0.0084304942851258,0.015495732410965553,0.03760278401952613,0.173644986425398,0.8910413569804352,3.0306412176087134,0.7964902440747573,6.548830354902902e-05,0.00012197821429599739,7.448669643106122e-05,0.00015247276782376324,0.00012197821433098478
20,0.955,-0.0008243527678012058,-0.0006398857142818386,-0.0002684520536029923,6.898767856047691e-05,0.00030194607137666243,0.0014722370536531227,0.0015762184821350872,0.0021506158927929162,0.0026635242857740117,0.003129441071496585,0.003610355178282258,0.004161756696686403,0.004790144464406545,0.005722477945987301,0.007338189375131904,0.011777896429509462,0.01983545731999973,0.03033558196484895,0.06815832670011117,0.24751979213830677,1.0201912903709986,2.8552060508846706,0.6614878559709589,0.0004429208927888227,0.0007133725893659465,0.0008533475892560713,0.0005309051785154426,0.001049812500108085
21,0.857,-0.0013857524998691874,-0.0009718264285555119,-0.0004704159821908312,-7.998571427147233e-05,0.00016996964280193642,0.0017726833929569627,0.00214761642857709,0.0028599891963163493,0.0033678984822129742,0.0037888233036852503,0.00459717892819624,0.005971933393289409,0.006720799643007735,0.007372183303001518,0.00835200830371686,0.009537796518537353,0.011223495445560235,0.017848812143106785,0.04113665285910843,0.19916442856825647,1.0453502968834314,2.9967432718672966,0.5912359032043661,0.00017746830354609667,0.00012897696429925036,0.0002674522321414987,0.0008128548213494041,0.001131797857323322
22,0.101,-0.0009423316963496503,-0.0008618460714072418,-0.00047541508934007134,-7.448669641126767e-05,4.899124993787177e-05,0.0012952686607779036,0.00077186214282681,0.000944331339268368,0.0011487948214456262,0.0014472415178908196,0.0017196928570065977,0.002024638392974279,0.0024515621429228003,0.0027960006247799867,0.003310408750064312,0.0040312800003092205,0.006554829285228631,0.015550722589494708,0.042600891341251355,0.19990279669213518,1.0767551878653006,3.0937554451784046,0.539711605612636,-6.19889285723936e-05,-4.998228393671144e-15,0.00018596678571718096,0.00032544187497132867,0.00021596142860897096
23,0.104,-0.0015287269641499528,-0.0011237992856832802,-0.0006658810715110125,-0.0002569541071217075,7.698624995081852e-05,0.001057311160802375,0.0007183716964155045,0.000839350089259562,0.0009853240178758057,0.0011977860714633558,0.0014982324105774624,0.001978646607262166,0.0025220495536410555,0.00302845910690547,0.0034998749107928834,0.004199250000337445,0.007190715713797855,0.018746651785947106,0.046397213305420876,0.1874280247281305,1.2238419176578672,3.2575426921935167,0.2379594995823466,-0.0001634708035645817,-0.0001244777678657316,-9.998214287433898e-05,-2.6995178566124718e-05,-0.00020996250001761716
24,0.142,-0.0014972325891653166,-0.0011138010714093363,-0.0006858775000738593,-0.0003419389285226189,-0.0002569541071815724,0.0008788430357542837,0.00032294232141164773,0.000328441339277014,0.0003909301785953004,0.00044492053573260055,0.00048491339281839365,0.0006228887500393756,0.0008168541071769582,0.0010688091070541683,0.0014012497321737078,0.0020581324108477,0.0039028029461361104,0.010254168571544186,0.02892283428695327,0.12938589124614092,0.8914772791235905,3.2343633321660135,0.6911310615742997,-4.849133928183376e-05,-0.0,4.999107144966504e-05,4.9991071429672164e-05,-0.0
25,0.103,-0.001480735535594266,-0.0011452954464040257,-0.0006303874107938682,-8.398499997423992e-05,0.0002239599999344159,0.0013217639286481236,0.000591894285700983,0.00036543473213705545,0.00043992142856315433,0.0006368862500060481,0.0007013747320931126,0.0008803427679172375,0.0010583109821642614,0.0013647562498896367,0.001688698392898094,0.002310087410879606,0.00437821803541658,0.011723906071597538,0.03749330357332373,0.1993433966016262,1.2826659115101229,3.230105092633833,0.22388151395573141,0.00012647741069952685,-0.0001059810714407015,-0.00012897696428425576,-0.00017896803566394573,-0.0003639350000491974
26,1.587,-0.001285270446324102,-0.0008448491071198092,-0.00043092303578105064,-4.549187499095323e-05,0.00023245848209003456,0.0015207283929447582,0.001385752499974384,0.0017391893749387495,0.0020531333035832032,0.002286091696489257,0.0026840206247931483,0.0032149258038131887,0.003855811339377176,0.005213568838863549,0.008023566964374848,0.013646062768862412,0.013739046159529266,0.01761585375030059,0.038883055358980616,0.22034714526363244,1.1171924656357894,2.834423262755684,0.632209085265703,0.0004934118748944567,0.0003524370536024303,0.0006168898214232608,0.0010743081248895474,0.0019636492858786784
27,1.524,-0.0019516514284361115,-0.001521228303580927,-0.0007698625000879642,-0.00013497589284086126,0.0008943402677639811,0.0018911622323264888,0.0024125691070738106,0.002906480892769352,0.0031884305357981553,0.003367398571502159,0.003604856160421854,0.0039382966074383375,0.004277236071560047,0.005369540981698898,0.007550151518028383,0.00811005151842354,0.008993393749366772,0.017985287768150237,0.044804497769819526,0.25046126678091246,1.3491720332998398,2.8740441862987076,0.33315499734444887,0.0003364399106671627,0.0004589180357690745,0.0006173897321242126,0.001624209910565965,0.0031994285717389325
28,0.107,-0.001473736785610809,-0.0011193000892547806,-0.0006878771429327191,-0.0003464381249860489,-0.00029394750001674353,0.0009718264285905206,0.0005034100892833556,0.0006958757142728725,0.0008413497321631997,0.0010033208035950217,0.0012912693748904722,0.0016592036608022217,0.002102624464341908,0.0025895374997990483,0.002961970982199453,0.003487377143139133,0.005940439017440081,0.0151063019644931,0.039739902322988414,0.1403184386575046,0.872641643233104,3.087584047418755,0.8217607306855831,-7.89858928595818e-05,-0.00013797535716628787,-0.00023245848213522948,-0.0004874129463880719,-0.0007498660715000615
29,0.06,-0.0017471879462987322,-0.0012652740178412125,-0.0006383859822089734,4.599178568710066e-05,4.799142847093041e-05,0.0010608105357940076,0.0005429030357230971,0.0007358685714036353,0.0008703445535832087,0.001067809285742072,0.0013752543748995433,0.0017876807144154966,0.002227602142938523,0.0027960006247701318,0.0030664523214822214,0.004103767053931554,0.00719471499948543,0.017564862857414033,0.047784965448403896,0.17243970169244574,0.9495404088532159,3.247851923052345,0.5409748799874533,-0.00013847526784724627,-8.998392882032152e-06,-0.00020146401787152527,-2.0496339263823576e-05,-0.0001459739285364557
30,0.954,-0.0013557578570424424,-0.000995322232139881,-0.0005648991072298016,-9.898232140767604e-05,0.00021546151782828916,0.0019001606250883226,0.002443563571412658,0.0033608997320348933,0.004092269107254864,0.0044956970536788095,0.004770647946019727,0.005254561518240946,0.005641992321569711,0.005858953571010797,0.006405355982255315,0.006989251696920964,0.008406998481546267,0.013062167053796933,0.02691319321537251,0.1328887656219643,0.8256455369009008,2.7727917703778404,1.1220425993404206,0.0013452597319177175,0.00038843062505558595,0.0004949116071472568,0.0005693983035233377,0.0006558828572220755
31,0.916,-0.001802178124857855,-0.0012787716071167785,-0.0006023924108007793,-0.00013747544641561275,0.00048291374994981445,0.0015952150894160259,0.002247598571406311,0.0031144437499282464,0.003773326071510747,0.004265738125073495,0.004674665088917959,0.005235065000348944,0.005587002142990525,0.0057079805352598404,0.006136903928681963,0.0068987678576496745,0.008874414999371501,0.014760863660943882,0.035561148662284714,0.22389001249619672,1.299441915257269,2.9942527166607205,0.33139081243078883,0.00026445276781583265,0.00034093910718065336,0.0003484377678448694,0.000562399553520082,0.0009918228572182767
32,1.36,-0.001200785535628937,-0.0008558471428357813,-0.000420424910756249,7.148723215549124e-05,0.0004069273213706799,0.0018386716072518444,0.0019036599999751917,0.0023605783927655656,0.002693518928615779,0.002959471428629728,0.003161435356907032,0.0034063916073660515,0.0038068200893941785,0.004463702767508414,0.005653490267936514,0.008192536786324702,0.011288983749179273,0.014587894553856293,0.020044919911340588,0.04349973080223978,0.4601398174481412,2.6960024852156566,1.642721104417285,0.0028459916960698354,0.0006688805357966895,0.0009068380356873701,0.0011692911606294193,0.0014977325001363292
33,1.191,-0.0016976967855900596,-0.0011942866964067605,-0.0005499017857963442,-5.099089284662142e-05,0.0007733618748846662,0.0018396714287289525,0.002206605892818703,0.0026140331249205604,0.0029409747321894374,0.0031209425893804826,0.003231922767620551,0.003506873660971321,0.003935297142977492,0.004513193928212188,0.005758971428651264,0.008187037768444285,0.01025466848137548,0.011120513839534803,0.013830529821881949,0.03772676187344703,0.7022285795644756,3.392396606891782,0.7332640364898739,0.0004564184820893786,0.00040842705361345856,0.00044841991070421715,0.0006323870535176274,0.0012677735715008699
34,1.815,-0.0011302981249056412,-0.0008373504463905493,-0.00041192642861033544,-3.0994464278435435e-05,0.0001659703571042878,0.0016747008929063382,0.002075129374964959,0.0029389750891958746,0.003527370000065033,0.0037868236608163443,0.003944795446055859,0.00420374919672081,0.004399714196517062,0.004685163213927951,0.0052145686608152594,0.005810462232578619,0.006723799106683619,0.012453275803753765,0.030791500537167078,0.1669801767813967,0.8707724770774874,2.6964269093846553,1.0815128381005272,0.0022510979462231754,0.0003424388393234933,0.0005529012499770871,0.0006963756249488071,0.0009958221429658383
35,1.722,-0.0013632565177515742,-0.0009348330357054241,-0.0003949294643327926,5.898946427654378e-05,0.0006513836606486974,0.001643706428702677,0.0019631493749627995,0.002539546428499481,0.0029444741071910805,0.003221924553626756,0.0035643633925951357,0.004063774196740898,0.004396714732231417,0.004892126249624738,0.005399035714369564,0.006548330446885999,0.008867416249338312,0.016392572232363945,0.043267272323878184,0.26144180562007735,1.2913083679413537,2.8740696817492597,0.3773581025193664,0.0007733618749196132,0.0005853954465085872,0.0007163720535566631,0.0008283520534887487,0.00149773250013634
36,2.143,-0.0012977682141926056,-0.0009298339285508875,-0.0004924120536076532,6.9987500133112444e-06,0.0003329405356555881,0.001710194553653543,0.0020066416071152053,0.00306245303563479,0.0038593107143686245,0.0042872342858289855,0.004416711160359548,0.004504195536009905,0.004735654196503229,0.005336546874576406,0.006074915000124589,0.007150222946940819,0.009091376249322446,0.014221959910963304,0.031184430358431225,0.16118221231776636,0.9898292131394391,2.733283326693258,0.9039810458821246,0.0026470272318330178,0.0006553829464911368,0.0007713622321208049,0.0011422959820483018,0.002237600357277496
37,2.129,-0.0014257453570349799,-0.000993822499982103,-0.0004674165179251933,7.548651786292315e-05,0.000516907678509003,0.0017816817858440927,0.0022965898213991496,0.0032879127677217946,0.004009783839418536,0.004316729017964858,0.004501196071094571,0.004693661696778661,0.005140081964404141,0.005772469017386974,0.006523334910838802,0.007664131161289089,0.009654775624279304,0.015876664375236965,0.036719441787298294,0.22354407428175666,1.2929605728494038,2.8377796632694525,0.42391628707222806,0.000771362232020843,0.0009303338394018086,0.0010913050892767055,0.0022331011605090977,0.004367220000250505
38,0.038,-0.0012127833927366004,-0.0009398321428449166,-0.0006398857143617674,-0.00037743258925477917,-0.00035643633932495536,0.0006228887500393472,0.00019296553571064828,0.0002464559821217121,0.00030244598216282756,0.0003769326785737613,0.00047391535710254214,0.0006053918750363496,0.0007733618750295293,0.0009703266963476665,0.0012522763393066005,0.001995143660868403,0.004079771338996243,0.012470772678686988,0.04251090741257602,0.18318178312100897,1.0912321022328146,3.2800401740917193,0.3820347672356787,-4.6491696438042096e-05,-6.148901787644037e-05,-8.498482142094573e-05,-5.29905357053561e-05,-9.998214286934075e-05
39,0.091,-0.0014092483034689202,-0.0011352972321400782,-0.0007013747322182243,-0.00028244955354488673,-0.00018096767858779138,0.00084134973217845,0.0002824495535748404,0.00039542937497885844,0.0005129083928613438,0.00029544723212952345,0.00042142473209818524,0.0009138367857855897,0.0010848062500092206,0.0011877878570644778,0.0013632565178767783,0.0018441706251374735,0.0031964291069183372,0.008163042053679069,0.024997035447583693,0.10911951088966547,0.8040458946660016,3.085494920577277,0.95810037994819,4.6491696388059976e-05,-2.8494910718961306e-05,-1.999642843791682e-06,-0.00013847526786224117,-0.00020396357144625773
40,0.091,-0.0014047491070151596,-0.001052312053537892,-0.0006698803572186218,-0.00033843955352609465,-0.0001729691071824267,0.0008403499107764073,0.0003369398214131514,0.00029494732143854467,0.00032194250000973997,0.0003929298214341247,0.0004994108035208155,0.0006443849107601,0.0008073558036089879,0.0009853240177760546,0.001209284017875184,0.0017531868751201746,0.0032654167854989768,0.009103874017940812,0.027616567590459554,0.11590029981855164,0.8116965282358061,3.0379154184342507,0.9874706343267496,-4.2492410720469515e-05,-0.00011897875001531523,-0.00011447955356180295,-0.000113479732144906,-0.0001239778571547837
