0.00000,0.00000,-0.06736,0.00000,-0.00674,-0.06736
0.02000,0.00300,-0.03634,0.00300,-0.00363,-0.03634
0.04000,0.01388,0.24781,0.01388,0.02478,0.24781
0.06000,0.02771,1.07828,0.02771,0.10783,1.07828
0.08000,0.04131,2.34709,0.04131,0.23471,2.34709
0.10000,0.05395,3.73501,0.05395,0.37350,3.73501
0.12000,0.06556,5.03430,0.06556,0.50343,5.03430
0.14000,0.07695,6.23343,0.07695,0.62334,6.23343
0.16000,0.08840,7.42924,0.08840,0.74292,7.42924
0.18000,0.09979,8.65886,0.09979,0.86589,8.65886
0.20000,0.11090,9.90238,0.11090,0.99024,9.90238
0.22000,0.12189,11.14005,0.12189,1.11400,11.14005
0.24000,0.13288,12.35879,0.13288,1.23588,12.35879
0.26000,0.14393,13.54019,0.14393,1.35402,13.54019
0.28000,0.15510,14.66196,0.15510,1.46620,14.66196
0.30000,0.16615,15.73712,0.16615,1.57371,15.73712
0.32000,0.17691,16.74471,0.17691,1.67447,16.74471
0.34000,0.18785,17.71814,0.18785,1.77181,17.71814
0.36000,0.19890,18.70942,0.19890,1.87094,18.70942
0.38000,0.21012,19.74394,0.21012,1.97439,19.74394
0.40000,0.22123,20.83338,0.22123,2.08334,20.83338
0.42000,0.23211,21.96074,0.23211,2.19607,21.96074
0.44000,0.24299,23.08060,0.24299,2.30806,23.08060
0.46000,0.25392,24.20844,0.25392,2.42084,24.20844
0.48000,0.26497,25.32420,0.26497,2.53242,25.32420
0.50000,0.27608,26.44846,0.27608,2.64485,26.44846
0.52000,0.28696,27.58293,0.28696,2.75829,27.58293
0.54000,0.29790,28.70441,0.29790,2.87044,28.70441
0.56000,0.30883,29.80808,0.30883,2.98081,29.80808
0.58000,0.32000,30.91337,0.32000,3.09134,30.91337
0.60000,0.33116,32.04215,0.33116,3.20422,32.04215
0.62000,0.34215,33.16549,0.34215,3.31655,33.16549
0.64000,0.35309,34.27504,0.35309,3.42750,34.27504
0.66000,0.36403,35.38672,0.36403,3.53867,35.38672
0.68000,0.37508,36.48181,0.37508,3.64818,36.48181
0.70000,0.38618,37.56863,0.38618,3.75686,37.56863
0.72000,0.39712,38.67792,0.39712,3.86779,38.67792
0.74000,0.40800,39.76494,0.40800,3.97649,39.76494
0.76000,0.41899,40.83695,0.41899,4.08369,40.83695
0.78000,0.43010,41.90335,0.43010,4.19034,41.90335
0.80000,0.44126,43.00062,0.44126,4.30006,43.00062
0.82000,0.45220,44.09673,0.45220,4.40967,44.09673
0.84000,0.46308,45.17224,0.46308,4.51722,45.17224
0.86000,0.47407,46.25029,0.47407,4.62503,46.25029
0.88000,0.48507,47.31195,0.48507,4.73119,47.31195
0.90000,0.49617,48.35737,0.49617,4.83574,48.35737
0.92000,0.50717,49.41051,0.50717,4.94105,49.41051
0.94000,0.51799,50.46855,0.51799,5.04685,50.46855
0.96000,0.52893,51.52304,0.52893,5.15230,51.52304
0.98000,0.53992,52.55371,0.53992,5.25537,52.55371
1.00000,0.55108,53.59315,0.55108,5.35932,53.59315
1.02000,0.56219,54.63890,0.56219,5.46389,54.63890
1.04000,0.57313,55.67033,0.57313,5.56703,55.67033
1.06000,0.58406,56.68874,0.58406,5.66887,56.68874
1.08000,0.59511,57.71413,0.59511,5.77141,57.71413
1.10000,0.60628,58.73722,0.60628,5.87372,58.73722
1.12000,0.61727,59.77320,0.61727,5.97732,59.77320
1.14000,0.62815,60.80088,0.62815,6.08009,60.80088
1.16000,0.63903,61.78743,0.63903,6.17874,61.78743
1.18000,0.65008,62.77209,0.65008,6.27721,62.77209
1.20000,0.66124,63.77084,0.66124,6.37708,63.77084
1.22000,0.67229,64.78917,0.67229,6.47892,64.78917
1.24000,0.68312,65.78011,0.68312,6.57801,65.78011
1.26000,0.69394,66.76876,0.69394,6.67688,66.76876
1.28000,0.70493,67.74040,0.70493,6.77404,67.74040
1.30000,0.71610,68.71095,0.71610,6.87110,68.71095
1.32000,0.72720,69.70926,0.72720,6.97093,69.70926
1.34000,0.73814,70.70181,0.73814,7.07018,70.70181
1.36000,0.74896,71.66358,0.74896,7.16636,71.66358
1.38000,0.75984,72.61964,0.75984,7.26196,72.61964
1.40000,0.77101,73.58503,0.77101,7.35850,73.58503
1.42000,0.78223,74.54462,0.78223,7.45446,74.54462
1.44000,0.79316,75.51251,0.79316,7.55125,75.51251
1.46000,0.80399,76.47179,0.80399,7.64718,76.47179
1.48000,0.81498,77.42513,0.81498,7.74251,77.42513
1.50000,0.82609,78.36967,0.82609,7.83697,78.36967
1.52000,0.83725,79.33848,0.83725,7.93385,79.33848
1.54000,0.84824,80.30582,0.84824,8.03058,80.30582
1.56000,0.85907,81.25799,0.85907,8.12580,81.25799
1.58000,0.87000,82.19255,0.87000,8.21926,82.19255
1.60000,0.88100,83.12340,0.88100,8.31234,83.12340
1.62000,0.89222,84.06368,0.89222,8.40637,84.06368
1.64000,0.90321,85.02889,0.90321,8.50289,85.02889
1.66000,0.91409,85.97158,0.91409,8.59716,85.97158
1.68000,0.92497,86.87873,0.92497,8.68787,86.87873
1.70000,0.93602,87.78412,0.93602,8.77841,87.78412
1.72000,0.94718,88.71981,0.94718,8.87198,88.71981
1.74000,0.95823,89.66483,0.95823,8.96648,89.66483
1.76000,0.96911,90.60144,0.96911,9.06014,90.60144
1.78000,0.97994,91.50738,0.97994,9.15074,91.50738
1.80000,0.99093,92.39156,0.99093,9.23916,92.39156
1.82000,1.00209,93.29928,1.00209,9.32993,93.29928
1.84000,1.01326,94.23176,1.01326,9.42318,94.23176
1.86000,1.02414,95.15974,1.02414,9.51597,95.15974
1.88000,1.03502,96.06824,1.03502,9.60682,96.06824
1.90000,1.04595,96.95692,1.04595,9.69569,96.95692
1.92000,1.05712,97.84686,1.05712,9.78469,97.84686
1.94000,1.06822,98.74113,1.06822,9.87411,98.74113
1.96000,1.07916,99.66073,1.07916,9.96607,99.66073
1.98000,1.09004,100.56017,1.09004,10.05602,100.56017
2.00000,1.10103,101.44712,1.10103,10.14471,101.44712
2.02000,1.11214,102.34601,1.11214,10.23460,102.34601
2.04000,1.12319,103.24442,1.12319,10.32444,103.24442
2.06000,1.13413,104.14720,1.13413,10.41472,104.14720
2.08000,1.14501,105.03326,1.14501,10.50333,105.03326
2.10000,1.15600,105.90029,1.15600,10.59003,105.90029
2.12000,1.16711,106.78636,1.16711,10.67864,106.78636
2.14000,1.17821,107.67978,1.17821,10.76798,107.67978
2.16000,1.18921,108.58920,1.18921,10.85892,108.58920
2.18000,1.20003,109.50709,1.20003,10.95071,109.50709
2.20000,1.21097,110.37698,1.21097,11.03770,110.37698
2.22000,1.22207,111.26344,1.22207,11.12634,111.26344
2.24000,1.23318,112.15417,1.23318,11.21542,112.15417
2.26000,1.24417,113.06415,1.24417,11.30641,113.06415
2.28000,1.25505,113.95883,1.25505,11.39588,113.95883
2.30000,1.26599,114.84000,1.26599,11.48400,114.84000
2.32000,1.27704,115.74454,1.27704,11.57445,115.74454
2.34000,1.28820,116.66882,1.28820,11.66688,116.66882
2.36000,1.29925,117.61720,1.29925,11.76172,117.61720
2.38000,1.31002,118.56948,1.31002,11.85695,118.56948
2.40000,1.32090,119.48381,1.32090,11.94838,119.48381
2.42000,1.33195,120.40717,1.33195,12.04072,120.40717
2.44000,1.34317,121.34081,1.34317,12.13408,121.34081
2.46000,1.35428,122.29845,1.35428,12.22985,122.29845
2.48000,1.36516,123.25785,1.36516,12.32578,123.25785
2.50000,1.37604,124.19225,1.37604,12.41922,124.19225
2.52000,1.38703,125.10601,1.38703,12.51060,125.10601
2.54000,1.39814,126.02603,1.39814,12.60260,126.02603
2.56000,1.40924,126.95560,1.40924,12.69556,126.95560
2.58000,1.42012,127.88409,1.42012,12.78841,127.88409
2.60000,1.43095,128.79834,1.43095,12.87983,128.79834
2.62000,1.44194,129.70007,1.44194,12.97001,129.70007
2.64000,1.45310,130.62248,1.45310,13.06225,130.62248
2.66000,1.46427,131.55975,1.46427,13.15598,131.55975
2.68000,1.47520,132.50627,1.47520,13.25063,132.50627
2.70000,1.48603,133.42482,1.48603,13.34248,133.42482
2.72000,1.49696,134.35815,1.49696,13.43582,134.35815
2.74000,1.50801,135.29546,1.50801,13.52955,135.29546
2.76000,1.51923,136.26250,1.51923,13.62625,136.26250
2.78000,1.53028,137.26508,1.53028,13.72651,137.26508
2.80000,1.54111,138.23906,1.54111,13.82391,138.23906
2.82000,1.55204,139.19830,1.55204,13.91983,139.19830
2.84000,1.56309,140.15483,1.56309,14.01548,140.15483
2.86000,1.57420,141.11214,1.57420,14.11121,141.11214
2.88000,1.58525,142.08017,1.58525,14.20802,142.08017
2.90000,1.59619,143.04176,1.59619,14.30418,143.04176
2.92000,1.60707,143.98509,1.60707,14.39851,143.98509
2.94000,1.61806,144.92744,1.61806,14.49274,144.92744
2.96000,1.62917,145.87781,1.62917,14.58778,145.87781
2.98000,1.64022,146.83107,1.64022,14.68311,146.83107
3.00000,1.65110,147.77228,1.65110,14.77723,147.77228
3.02000,1.66203,148.70239,1.66203,14.87024,148.70239
3.04000,1.67303,149.63170,1.67303,14.96317,149.63170
3.06000,1.68413,150.56837,1.68413,15.05684,150.56837
3.08000,1.69518,151.53046,1.69518,15.15305,151.53046
3.10000,1.70606,152.47365,1.70606,15.24736,152.47365
3.12000,1.71694,153.42986,1.71694,15.34299,153.42986
3.14000,1.72805,154.35933,1.72805,15.43593,154.35933
3.16000,1.73910,155.31876,1.73910,15.53188,155.31876
3.18000,1.75021,156.29028,1.75021,15.62903,156.29028
3.20000,1.76114,157.26445,1.76114,15.72645,157.26445
3.22000,1.77202,158.22557,1.77202,15.82256,158.22557
3.24000,1.78302,159.17204,1.78302,15.91720,159.17204
3.26000,1.79418,160.12633,1.79418,16.01263,160.12633
3.28000,1.80523,161.10291,1.80523,16.11029,161.10291
3.30000,1.81617,162.07832,1.81617,16.20783,162.07832
3.32000,1.82699,163.04460,1.82699,16.30446,163.04460
3.34000,1.83798,163.98039,1.83798,16.39804,163.98039
3.36000,1.84909,164.93243,1.84909,16.49324,164.93243
3.38000,1.86020,165.90788,1.86020,16.59079,165.90788
3.40000,1.87113,166.85071,1.87113,16.68507,166.85071
3.42000,1.88196,167.79651,1.88196,16.77965,167.79651
3.44000,1.89295,168.72765,1.89295,16.87276,168.72765
3.46000,1.90411,169.66824,1.90411,16.96682,169.66824
3.48000,1.91522,170.61203,1.91522,17.06120,170.61203
3.50000,1.92616,171.55986,1.92616,17.15599,171.55986
3.52000,1.93704,172.48898,1.93704,17.24890,172.48898
3.54000,1.94797,173.39856,1.94797,17.33986,173.39856
